"Cell iname"	"Cell lineage"	"Primary disease"	"Collection"	"Cell type"	"Growth medium"	"Growth pattern"	"Doubling time"	"Provider name"	"Provider catalog ID"	"Donor disease age of onset"	"Donor tumor phase"	"Donor age of death"	"Subtype"	"Donor age"	"Donor ethnicity"	"Metastatic site"	"Comments"	"Cell histology"	"CCLE name"	"Alias"	"Donor sex"	"Cellosaurus ID"	"Cellosaurus Doubling time sd"	"Cellosaurus Doubling time"	"ploidy"
"CAL148"	"breast"	"breast cancer"	"CCLE, PRISM-PR300, PRISM-SUSP"	"-666"	"DMEM ATCC catalog # 3-22"	"adherent"	"30-40"	"DSMZ"	"-666"	-666	"-666"	-666	"adenocarcinoma"	"58"	"unknown"	"effusion, pleural"	NA	"carcinoma"	"CAL148_BREAST"	"CAL 148, CAL148"	"F"	"CVCL_1106"	NA	35	2.065513107
"CAL27"	"upper_aerodigestive_tract"	"head and neck cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"DMEM ATCC catalog # 3-22"	"adherent"	"36.00"	"ATCC"	"CRL-2095"	-666	"primary"	-666	"carcinoma"	"56"	"Caucasian"	"-666"	NA	"carcinoma"	"CAL27_UPPER_AERODIGESTIVE_TRACT"	"Cal 27, CAL 27, Cal-27, Cal27, CAL27"	"M"	"CVCL_1107"	10.6066017177982	37.5	1.935470847
"CAL29"	"urinary_tract"	"bladder cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"DMEM ATCC catalog # 3-22"	"adherent"	"50-60"	"DSMZ"	"-666"	-666	"primary"	-666	"transitional cell carcinoma"	"-666"	"-666"	"-666"	NA	"carcinoma"	"CAL29_URINARY_TRACT"	"CAL 29, CAL29"	"F"	"CVCL_1808"	17.6776695296637	42.5	2.929286172
"CAL33"	"upper_aerodigestive_tract"	"head and neck cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR300"	"-666"	"DMEM ATCC catalog # 3-22"	"adherent"	"30-40"	"DSMZ"	"-666"	-666	"primary"	-666	"carcinoma"	"-666"	"-666"	"-666"	NA	"carcinoma"	"CAL33_UPPER_AERODIGESTIVE_TRACT"	"CAL 33, Cal-33, CAL33"	"M"	"CVCL_1108"	30.4055915910215	56.5	2.088865963
"CAL51"	"breast"	"breast cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"DMEM ATCC catalog # 3-22"	"adherent"	"60.00"	"DSMZ"	"-666"	-666	"metastatic"	-666	"adenocarcinoma"	"45"	"unknown"	"effusion, pleural"	NA	"carcinoma"	"CAL51_BREAST"	"CAL 51, Cal51, CAL51"	"F"	"CVCL_1110"	21.920310216783	39.5	1.988446209
"CAL54"	"kidney"	"kidney cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"DMEM ATCC catalog # 3-22"	"adherent"	"72.00"	"DSMZ"	"ACC 365"	-666	"metastatic"	-666	"carcinoma"	"75"	"unknown"	"pleural_effusion"	NA	"carcinoma"	"CAL54_KIDNEY"	"CAL 54, CAL54"	"M"	"CVCL_1111"	49.4974746830583	37	2.345081379
"CAL62"	"thyroid"	"thyroid cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"DMEM ATCC catalog # 3-22"	"adherent"	"24.00"	"DSMZ"	"ACC 448"	-666	"primary"	-666	"carcinoma"	"78"	"-666"	"-666"	NA	"carcinoma"	"CAL62_THYROID"	"CAL 62, Cal-62, CAL62"	"F"	"CVCL_1112"	NA	24	2.526469338
"CAL78"	"bone"	"bone cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	"240.00"	"DSMZ"	"-666"	-666	"recurrent"	-666	"chondrosarcoma"	"-666"	"-666"	"-666"	NA	"chondrosarcoma"	"CAL78_BONE"	"CAL 78, CAL78"	"M"	"CVCL_1809"	127.279220613579	150	3.424897378
"CAL851"	"breast"	"breast cancer"	"CCLE"	"-666"	"DMEM ATCC catalog # 3-22"	"adherent"	">120"	"DSMZ"	"-666"	-666	"recurrent"	-666	"adenocarcinoma"	"35"	"unknown"	"-666"	NA	"carcinoma"	"CAL851_BREAST"	"CAL 85-1, Cal-85-1, CAL85-1, CAL851"	"F"	"CVCL_1114"	NA	70	2.675383331
"CAMA1"	"breast"	"breast cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"EMEM ATCC catalog # 3-23"	"adherent"	"72.00"	"ATCC"	"HTB-21"	-666	"metastatic"	-666	"adenocarcinoma"	"51"	"-666"	"pleural_effusion"	NA	"carcinoma"	"CAMA1_BREAST"	"CAMA, Cama-1, CAMA1"	"F"	"CVCL_1115"	NA	NA	1.932833303
"CAOV3"	"ovary"	"ovarian cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"DMEM ATCC catalog # 3-22"	"adherent"	"108.00"	"ATCC"	"HTB-75"	-666	"primary"	-666	"adenocarcinoma"	"54"	"Caucasian"	"-666"	NA	"carcinoma"	"CAOV3_OVARY"	"CA-OV-3, CaOv-3, CaOV-3, CAOV-3, Caov3, CaOv3, CaOV3, CAOV3, CVCL_0231"	"F"	"CVCL_0201"	17.4737898961082	68	3.159091631
"CAOV4"	"ovary"	"ovarian cancer"	"CCLE"	"-666"	"The base medium for this cell line (BEBM) along with all the additives can be obtained from Lonza/Clonetics Corporation as a kit: BEGM, Kit Catalog No. CC-3170. ATCC does not use the GA-1000 (gentamycin-amphotericin B mix) provided with the BEGM kit. Note: Do not filter complete medium."	"adherent"	">120"	"ATCC"	"HTB-76"	-666	"metastatic"	-666	"carcinoma"	"45"	"Caucasian"	"fallopian_tube"	NA	"-666"	"CAOV4_OVARY"	"CaOv-4, CaOV-4, CAOV-4, Caov4, CAOV4"	"F"	"CVCL_0202"	NA	NA	4.639966845
"CAPAN1"	"pancreas"	"pancreatic cancer"	"CCLE"	"-666"	"IMDM ATCC catalog #3-25"	"adherent"	"50-100"	"ATCC"	"HTB-79"	-666	"metastatic"	-666	"carcinoma"	"40, 50"	"Caucasian"	"liver"	NA	"carcinoma"	"CAPAN1_PANCREAS"	"Capan 1, CAPAN 1, CaPan-1, CAPAN-1, Capan1, CAPAN1"	"M"	"CVCL_0237"	18.3847763108502	62	2.605256641
"CAPAN2"	"pancreas"	"pancreatic cancer"	"CCLE, CMAP, PRISM-HURON, PRISM-PR500"	"-666"	"McCoy's 5A ATCC catalog # 3-27"	"adherent"	"96.00"	"ATCC"	"HTB-80"	-666	"primary"	-666	"carcinoma"	"56"	"Caucasian"	"-666"	NA	"carcinoma"	"CAPAN2_PANCREAS"	"Capan 2, CAPAN 2, CaPan-2, CAPAN-2, Capan2, CAPAN2"	"M"	"CVCL_0026"	25.4558441227157	78	3.216258012
"CAS1"	"central_nervous_system"	"brain cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR300"	"-666"	"DMEM (Hyclone Cat.# SH322.2)"	"adherent"	"72.00"	"ICLC"	"-666"	-666	"primary"	-666	"astrocytoma, glioblastoma"	"-666"	"-666"	"-666"	NA	"glioma"	"CAS1_CENTRAL_NERVOUS_SYSTEM"	"CAS1"	"M"	"CVCL_1117"	NA	60	3.699463954
"CA46"	"haematopoietic_and_lymphoid_tissue"	"lymphoma"	"CCLE"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"35.00"	"ATCC"	"CRL-1648"	-666	"-666"	-666	"b-cell lymphoma"	"-666"	"unknown"	"-666"	NA	"-666"	"CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"CA 46, CA-46"	"M"	"CVCL_1101"	NA	35	4.013405939
"CBAGPN"	"bone"	"bone cancer"	"PRISM-HURON, PRISM-PR300"	"-666"	"-666"	"adherent"	"-666.00"	"-666"	"-666"	-666	"-666"	-666	"ewing's sarcoma"	"-666"	"-666"	"-666"	NA	"-666"	"CBAGPN_BONE"	"-666"	"-666"	"-666"	NA	NA	NA
"CCFSTTG1"	"central_nervous_system"	"brain cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 (Hyclone Cat.# SH327.2)"	"adherent"	"120.00"	"ATCC"	"CRL-1718"	-666	"primary"	-666	"astrocytoma"	"68"	"-666"	"-666"	NA	"glioma"	"CCFSTTG1_CENTRAL_NERVOUS_SYSTEM"	"CCFSTTG1"	"F"	"CVCL_1118"	NA	NA	3.942855822
"CCK81"	"large_intestine"	"colon cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR300"	"-666"	"EMEM ATCC catalog # 3-23"	"adherent"	"72.00"	"HSRRB"	"-666"	-666	"primary"	-666	"adenocarcinoma"	"-666"	"-666"	"-666"	NA	"carcinoma"	"CCK81_LARGE_INTESTINE"	"CCK81"	"F"	"CVCL_2873"	3.53553390593274	42.5	3.7264229
"CFPAC1"	"pancreas"	"pancreatic cancer"	"ACHILLES, CCLE, CMAP, PRISM-HURON, PRISM-PR500"	"-666"	"DMEM ATCC catalog # 3-22"	"adherent"	"60.00"	"ATCC"	"CRL-1918"	-666	"metastatic"	-666	"carcinoma"	"26"	"-666"	"-666"	NA	"carcinoma"	"CFPAC1_PANCREAS"	"CF PAC-1, CF Pac1, CF-Pac1, CF-PAC1, CFPAC, CFPac-1, CFPac1, CFPAC1"	"M"	"CVCL_1119"	8.14452781524708	32	3.202607903
"CGTHW1"	"thyroid"	"head and neck cancer"	"CCLE"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	"20-25"	"DSMZ"	"ACC 360"	-666	"metastatic"	-666	"carcinoma"	"70"	"-666"	"-666"	NA	"carcinoma"	"CGTHW1_THYROID"	"CGTH W-1, CGTH-W1, CGTHW1"	"M"	"CVCL_1120"	NA	22.5	3.169191718
"CHAGOK1"	"lung"	"lung cancer"	"ACHILLES, CCLE, PRISM-PR300"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	">120"	"ATCC"	"HTB-168"	-666	"primary"	-666	"non small cell lung cancer"	"45"	"unknown"	"subcutaneous"	NA	"carcinoma"	"CHAGOK1_LUNG"	"ChaGo K-1, CHAGO-K-1, ChaGo-K1, ChaGoK1"	"M"	"CVCL_1121"	NA	NA	2.13539469
"CHLA10"	"bone"	"bone cancer"	"PRISM-HURON, PRISM-PR300"	"-666"	"-666"	"mix"	"32.00"	"-666"	"-666"	-666	"-666"	-666	"ewing's sarcoma"	"-666"	"-666"	"-666"	NA	"-666"	"CHLA10_BONE"	"CHLA10"	"F"	"CVCL_6583"	5.65685424949238	28	NA
"CHLA266"	"soft_tissue"	"soft tissue cancer"	"ACHILLES"	"-666"	"-666"	"suspension"	"45.00"	"-666"	"-666"	-666	"-666"	-666	"rhabdomyosarcoma"	"-666"	"-666"	"-666"	NA	"-666"	"CHLA266_SOFT_TISSUE"	"-666"	"-666"	"-666"	NA	NA	NA
"CHL1"	"skin"	"skin cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"tumor"	"ATCC-formulated Dulbecco's Modified Eagle's Medium, Catalog No. 30-2002"	"adherent"	"36.00"	"ATCC"	"CRL-9446"	-666	"-666"	-666	"melanoma"	"-666"	"unknown"	"-666"	NA	"-666"	"CHL1_SKIN"	"CHL1"	"F"	"CVCL_1122"	NA	NA	3.490650975
"CHP126"	"autonomic_ganglia"	"neuroblastoma"	"CCLE"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"100.00"	"DSMZ"	"-666"	-666	"primary"	-666	"neuroblastoma"	"-666"	"-666"	"-666"	NA	"-666"	"CHP126_AUTONOMIC_GANGLIA"	"CHP 126, CHP126"	"F"	"CVCL_1123"	NA	44.5	2.014258094
"CHP212"	"autonomic_ganglia, central_nervous_system"	"neuroblastoma"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR300"	"-666"	"1:1 EMEM cat#3-23):F12"	"adherent"	"108.00"	"ATCC"	"CRL-2273"	-666	"-666"	-666	"neuroblastoma"	"-666"	"unknown"	"-666"	NA	"neuroblastoma"	"CHP212_AUTONOMIC_GANGLIA"	"CHP 212, CHP212"	"M"	"CVCL_1125"	NA	NA	1.9837102
"CH157MN"	"central_nervous_system"	"brain cancer"	"ACHILLES, CCLE, PRISM-PR300"	"-666"	"-666"	"adherent"	"22.00"	"-666"	"-666"	-666	"-666"	-666	"meningioma"	"-666"	"-666"	"-666"	NA	"-666"	"CH157MN_CENTRAL_NERVOUS_SYSTEM"	"CH-157 MN, CH-157-MN, CH157-MN, CH157MN"	"F"	"CVCL_5723"	NA	22	NA
"CI1"	"haematopoietic_and_lymphoid_tissue"	"lymphoma"	"CCLE, PRISM-PR300, PRISM-SUSP"	"-666"	"RPMI-164 Invitrogen catalog # 11875-93"	"suspension"	"50.00"	"DSMZ"	"-666"	-666	"-666"	-666	"b-cell lymphoma"	"38"	"unknown"	"-666"	NA	"-666"	"CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"CI-1"	"F"	"CVCL_1861"	NA	50	NA
"CJM"	"skin"	"skin cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"HAMF1 +1%FBS"	"adherent"	"48.00"	"RIKEN"	"-666"	-666	"metastatic"	-666	"melanoma"	"-666"	"-666"	"-666"	NA	"malignant_melanoma"	"CJM_SKIN"	"-666"	"-666"	"CVCL_U797"	NA	NA	NA
"CL11"	"large_intestine"	"colon cancer"	"CCLE, PRISM-HURON, PRISM-PR300"	"-666"	"DMEM:HAM's F12 1:1 ATCC catalog # 3-26"	"adherent"	"72-96"	"DSMZ"	"-666"	-666	"primary"	-666	"carcinoma"	"-666"	"unknown"	"-666"	NA	"carcinoma"	"CL11_LARGE_INTESTINE"	"CL11"	"M"	"CVCL_1978"	NA	84	1.936489416
"CL14"	"large_intestine"	"colon cancer"	"CCLE"	"-666"	"DMEM:HAM's F12 1:1 ATCC catalog # 3-26"	"adherent"	"168.00"	"DSMZ"	"-666"	-666	"-666"	-666	"carcinoma"	"-666"	"-666"	"-666"	NA	"-666"	"CL14_LARGE_INTESTINE"	"CL14"	"M"	"CVCL_1979"	NA	NA	NA
"CL34"	"large_intestine"	"colon cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"DMEM ATCC catalog # 3-22"	"adherent"	"48.00"	"DSMZ"	"-666"	-666	"primary"	-666	"adenocarcinoma"	"-666"	"unknown"	"-666"	NA	"carcinoma"	"CL34_LARGE_INTESTINE"	"CL34"	"F"	"CVCL_1980"	NA	70	1.952121177
"CL40"	"large_intestine"	"colon cancer"	"ACHILLES, CCLE"	"-666"	"DMEM ATCC catalog # 3-22"	"adherent"	"72-96"	"DSMZ"	"-666"	-666	"primary"	-666	"carcinoma"	"-666"	"unknown"	"-666"	NA	"-666"	"CL40_LARGE_INTESTINE"	"CL40"	"F"	"CVCL_1982"	NA	84	2.053537756
"CME1"	"soft_tissue"	"soft tissue cancer"	"ACHILLES"	"-666"	"-666"	"suspension"	"29.00"	"-666"	"-666"	-666	"-666"	-666	"sarcoma"	"-666"	"-666"	"-666"	NA	"-666"	"CME1_SOFT_TISSUE"	"-666"	"-666"	"-666"	NA	NA	NA
"CMK"	"haematopoietic_and_lymphoid_tissue"	"leukemia"	"CCLE"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"mix"	"40-50"	"DSMZ"	"-666"	-666	"-666"	-666	"acute myelogenous leukemia (aml)"	"-666"	"-666"	"-666"	NA	"-666"	"CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"-666"	"M"	"CVCL_0216"	3.53553390593274	42.5	3.704122434
"CMLT1"	"haematopoietic_and_lymphoid_tissue"	"leukemia"	"CCLE, PRISM-PR300, PRISM-SUSP"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"48-60"	"-666"	"-666"	-666	"-666"	-666	"chronic myeloid leukemia (cml)"	"-666"	"-666"	"-666"	NA	"haematopoietic_neoplasm"	"CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"CML T1, CMLT-1, CMLT1"	"F"	"CVCL_1126"	NA	54	1.9645276
"COGN305"	"autonomic_ganglia"	"brain cancer"	"ACHILLES"	"-666"	"-666"	"-666"	"-666.00"	"-666"	"-666"	-666	"-666"	-666	"neuroblastoma"	"-666"	"-666"	"-666"	NA	"-666"	"MAC2A_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"-666"	"-666"	"-666"	NA	NA	NA
"COLO201"	"large_intestine"	"colon cancer"	"ACHILLES, CCLE"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"48-72"	"ATCC"	"CCL-224"	-666	"metastatic"	-666	"adenocarcinoma"	"70"	"Caucasian"	"ascites"	NA	"adenocarcinoma, carcinoma, colorectal"	"COLO201_LARGE_INTESTINE"	"Colo 201, Colo-201, COLO-201, Colo201, COLO201"	"M"	"CVCL_1987"	NA	NA	NA
"COLO205"	"large_intestine"	"colon cancer"	"CCLE"	"-666"	"ATCC-formulated RPMI-1640 Medium, ATCC 30-2001. To make the complete growth medium, add the following components to the base medium: fetal bovine serum (ATCC 30-2020) to a final concentration of 10%."	"mix"	"25.00"	"ATCC"	"CCL-222"	-666	"metastatic"	-666	"adenocarcinoma"	"70"	"Caucasian"	"ascites"	NA	"carcinoma"	"COLO205_LARGE_INTESTINE"	"Co 205, Colo 205, CoLo 205, Colo-205, COLO-205, COLO.205, Colo205, COLO205"	"M"	"CVCL_0218"	0.848528137423857	24.4	3.254393688
"COLO320"	"large_intestine"	"colon cancer"	"CCLE, PRISM-PR300, PRISM-SUSP"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"mix"	"38.00"	"DSMZ"	"-666"	-666	"primary"	-666	"carcinoma"	"-666"	"-666"	"-666"	NA	"-666"	"COLO320_LARGE_INTESTINE"	"Co320, COLO 320F, Colo-320, COLO-320, COLO-320-HSR, Colo320, CoLo320"	"F"	"CVCL_1989"	NA	38	NA
"COLO668"	"lung"	"lung cancer"	"CCLE, CMAP, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"36.00"	"ECACC"	"87061209"	-666	"metastatic"	-666	"small cell lung cancer"	"-666"	"-666"	"-666"	NA	"carcinoma"	"COLO668_LUNG"	"Colo 668, COLO-668, COLO668"	"F"	"CVCL_1128"	NA	NA	3.042884606
"COLO678"	"large_intestine"	"colon cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR300"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	"60-70"	"DSMZ"	"-666"	-666	"metastatic"	-666	"carcinoma"	"69"	"unknown"	"-666"	NA	"carcinoma"	"COLO678_LARGE_INTESTINE"	"Colo-678, COLO-678, COLO678"	"M"	"CVCL_1129"	NA	65	2.306685084
"COLO679"	"skin"	"skin, skin cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	"48.00"	"DSMZ"	"-666"	-666	"metastatic"	-666	"melanoma"	"47"	"unknown"	"-666"	NA	"-666"	"COLO679_SKIN"	"COLO-679, COLO679"	"F"	"CVCL_1130"	NA	34	2.094719016
"COLO680N"	"oesophagus, upper_aerodigestive_tract"	"esophageal cancer, skin cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	"60-70"	"DSMZ"	"-666"	-666	"-666"	-666	"carcinoma"	"57"	"Black"	"-666"	NA	"carcinoma"	"COLO680N_OESOPHAGUS"	"COLO-680N"	"F"	"CVCL_1131"	NA	65	2.884456635
"COLO684"	"endometrium"	"endometrial cancer"	"CCLE"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"-666.00"	"ECACC"	"-666"	-666	"primary"	-666	"adenocarcinoma"	"-666"	"-666"	"-666"	NA	"-666"	"COLO684_ENDOMETRIUM"	"COLO-684, Colo684, COLO684"	"F"	"CVCL_1132"	NA	NA	2.257732755
"COLO699"	"lung"	"lung cancer"	""	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	"38.00"	"DSMZ"	"-666"	-666	"metastatic"	-666	"non small cell lung carcinoma"	"57"	"unknown"	"pleura"	NA	"-666"	"COLO699_LUNG"	"Colo-699, COLO-699, Colo699, COLO699"	"F"	"CVCL_1992"	NA	38	NA
"COLO704"	"ovary"	"ovarian cancer"	"CCLE"	"-666"	"90% RPMI 1640 + 10% h.i. FBS"	"suspension"	"30-40"	"DSMZ"	"ACC 198"	-666	"metastatic"	-666	"adenocarcinoma"	"46"	"Caucasian"	"ascites"	NA	"-666"	"COLO704_OVARY"	"COLO-704, COLO704"	"F"	"CVCL_1994"	6.36396103067893	30.5	NA
"COLO741"	"large_intestine"	"colon cancer, skin cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 (Hyclone Cat.# SH327.2)"	"adherent"	"72.00"	"ECACC"	"-666"	-666	"metastatic"	-666	"carcinoma"	"69"	"unknown"	"-666"	NA	"malignant_melanoma"	"COLO741_SKIN"	"COLO-741, Colo741, COLO741"	"F"	"CVCL_1133"	NA	30	NA
"COLO775"	"haematopoietic_and_lymphoid_tissue"	"myeloma"	"CCLE"	"-666"	"RPMI 1640 + 2mM Glutamine + 10% Foetal Bovine Serum (FBS)."	"suspension"	"-666.00"	"ECACC"	"-666"	-666	"-666"	-666	"chronic myeloid leukemia (cml)"	"-666"	"-666"	"-666"	NA	"-666"	"COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"COLO-775"	"M"	"CVCL_1996"	NA	NA	NA
"COLO783"	"skin"	"skin cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	"48.00"	"DSMZ"	"-666"	-666	"metastatic"	-666	"melanoma"	"48"	"unknown"	"lymph node"	NA	"-666"	"COLO783_SKIN"	"COLO-783, Colo783"	"F"	"CVCL_1997"	67.8822509939086	96	3.730669529
"COLO792"	"skin"	"skin cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	"72.00"	"ECACC"	"-666"	-666	"metastatic"	-666	"melanoma"	"62"	"unknown"	"-666"	NA	"malignant_melanoma"	"COLO792_SKIN"	"COLO-792, COLO792"	"M"	"CVCL_1134"	NA	NA	3.609237463
"COLO800"	"skin"	"skin cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	"84.00"	"DSMZ"	"-666"	-666	"primary"	-666	"melanoma"	"14"	"unknown"	"-666"	NA	"malignant_melanoma"	"COLO800_SKIN"	"COLO-800, COLO800"	"M"	"CVCL_1135"	NA	48	2.751764412
"COLO818"	"skin"	"skin cancer"	"CCLE"	"-666"	"90% RPMI 1640 + 10% h.i. FBS"	"adherent"	"60.00"	"DSMZ"	"-666"	-666	"metastatic"	-666	"melanoma"	"-666"	"unknown"	"-666"	NA	"-666"	"COLO818_SKIN"	"COLO-818, COLO818"	"M"	"CVCL_1998"	NA	60	NA
"COLO829"	"skin"	"skin cancer"	"CCLE, CMAP, PRISM-HURON"	"-666"	"ATCC-formulated RPMI-1640 Medium, ATCC 30-2001"	"adherent"	"60.00"	"ATCC"	"CRL-1974"	-666	"primary"	-666	"melanoma"	"45"	"-666"	"-666"	NA	"malignant_melanoma"	"COLO829_SKIN"	"Colo 829, Colo-829, COLO-829, Colo829, COLO829"	"M"	"CVCL_1137"	NA	NA	2.765166842
"COLO849"	"skin"	"skin cancer"	"CCLE"	"-666"	"-666"	"suspension"	"50-60"	"DSMZ"	"-666"	-666	"metastatic"	-666	"melanoma"	"43"	"Caucasian"	"lymph node"	NA	"-666"	"COLO849_SKIN"	"Colo 849, COLO-849, COLO849"	"M"	"CVCL_2002"	NA	55	NA
"CORL105"	"lung"	"lung cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164"	"adherent"	"60.00"	"ECACC"	"92031918"	-666	"-666"	-666	"non small cell lung cancer"	"-666"	"Caucasian"	"-666"	NA	"carcinoma"	"CORL105_LUNG"	"COR-L 105, CORL105"	"M"	"CVCL_1138"	NA	NA	1.735611727
"CORL23"	"lung"	"lung cancer"	"CCLE, PRISM-HURON, PRISM-PR500"	"-666"	"RPMI-164 (Hyclone Cat.# SH327.2)"	"adherent"	"48.00"	"ECACC"	"92031919"	-666	"-666"	-666	"non small cell lung cancer"	"-666"	"-666"	"-666"	NA	"-666"	"CORL23_LUNG"	"CORL23, L23/P"	"M"	"CVCL_1139"	NA	35	2.216467274
"CORL24"	"lung"	"lung cancer"	"CCLE"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"-666.00"	"ECACC"	"-666"	-666	"metastatic"	-666	"small cell lung carcinoma"	"-666"	"-666"	"-666"	NA	"-666"	"CORL24_LUNG"	"Cor L24, COR L24, CORL24"	"M"	"CVCL_2409"	NA	NA	NA
"CORL279"	"lung"	"lung cancer"	"ACHILLES, CCLE, PRISM-PR300, PRISM-SUSP"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"-666.00"	"ECACC"	"96020724"	-666	"metastatic"	-666	"small cell lung cancer"	"63"	"unknown"	"-666"	NA	"-666"	"CORL279_LUNG"	"CORL279"	"M"	"CVCL_1140"	NA	NA	3.211900216
"CORL311"	"lung"	"lung cancer"	"CCLE"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"-666.00"	"ECACC"	"-666"	-666	"primary"	-666	"small cell lung carcinoma"	"-666"	"-666"	"-666"	NA	"-666"	"CORL311_LUNG"	"CORL311"	"M"	"CVCL_2412"	NA	NA	4.326234901
"CORL47"	"lung"	"lung cancer"	"ACHILLES, CCLE"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"-666.00"	"ECACC"	"-666"	-666	"metastatic"	-666	"small cell lung carcinoma"	"67"	"Caucasian"	"-666"	NA	"-666"	"CORL47_LUNG"	"Cor L47, CORL47"	"M"	"CVCL_2415"	NA	NA	NA
"CORL51"	"lung"	"lung cancer"	"CCLE"	"-666"	"RPMI 1640 + 2mM Glutamine + 10% Foetal Bovine Serum (FBS)."	"-666"	"-666.00"	"ECACC"	"-666"	-666	"-666"	-666	"small cell lung carcinoma"	"-666"	"Caucasian"	"-666"	NA	"-666"	"CORL51_LUNG"	"Cor L51, CORL51"	"M"	"CVCL_2416"	NA	NA	NA
"CORL88"	"lung"	"lung cancer"	"CCLE, PRISM-PR300, PRISM-SUSP"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"adherent"	"-666.00"	"ECACC"	"92031917"	-666	"metastatic"	-666	"small cell lung cancer"	"55"	"-666"	"-666"	NA	"-666"	"CORL88_LUNG"	"Cor L88, CorL88, CORL88"	"M"	"CVCL_1141"	NA	NA	3.289218986
"CORL95"	"lung"	"lung cancer"	"CCLE"	"-666"	"RPMI-164 ATCC catalog # 3-21"	"suspension"	"-666.00"	"ECACC"	"-666"	-666	"primary"	-666	"small cell lung carcinoma"	"-666"	"-666"	"-666"	NA	"carcinoma"	"CORL95_LUNG"	"CORL95"	"M"	"CVCL_2418"	NA	NA	2.865076936
"COV318"	"ovary"	"ovarian cancer"	"ACHILLES, CCLE, PRISM-HURON, PRISM-PR300"	"-666"	"DMEM (Hyclone Cat.# SH322.2)"	"adherent"	"84.00"	"ECACC"	"-666"	-666	"primary"	-666	"carcinoma"	"-666"	"unknown"	"ascites"	NA	"carcinoma"	"COV318_OVARY"	"COV-318, Cov318"	"F"	"CVCL_2419"	NA	50	NA
