cancer_type	direction	drug	correlation_value	category_label	primary_anticancer_class
allcancers	low_ploidy_sensitive	HKMTI-1-005	0.0695116285979532	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	LEFLUNOMIDE	0.0699632026527215	Chemotherapy agents	Antimetabolites
allcancers	low_ploidy_sensitive	GSK2110183B	0.0701091260511417	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	RUXOLITINIB	0.0703548694818112	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
allcancers	low_ploidy_sensitive	GALLIBISCOQUINAZOLE	0.0703663973004819	Other	Other
allcancers	low_ploidy_sensitive	LGK974	0.0704314233278488	WNT/HH pathway inhibitors	WNT-pathway modulators
allcancers	low_ploidy_sensitive	SABUTOCLAX	0.0722330349042558	Proapoptotic agents	Proapoptotic agents
allcancers	low_ploidy_sensitive	BOSUTINIB	0.0722682836642991	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
allcancers	low_ploidy_sensitive	PFI3	0.0726257469688407	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	SAVOLITINIB	0.0730808845491633	Kinase inhibitors	Receptor tyrosine kinase inhibitors
allcancers	low_ploidy_sensitive	UNC0638	0.0731963974399517	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	SINULARIN	0.0733621588474751	Metabolic/redox agents	Metabolic/redox agents
allcancers	low_ploidy_sensitive	SGC-CBP30	0.0743521667735908	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	VTP-A	0.0755775512264103	Other	Other
allcancers	low_ploidy_sensitive	DABRAFENIB	0.0756353631509404	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	AZD1208	0.0757236560527426	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	AGI-5198	0.0761611636443705	Metabolic/redox agents	Metabolic/redox agents
allcancers	low_ploidy_sensitive	ZM447439	0.0763603040880755	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	THR-101	0.0764211975778203	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	TEMOZOLOMIDE	0.0765806203005959	Chemotherapy agents	Alkylating agents
allcancers	low_ploidy_sensitive	SCHWEINFURTHIN A	0.0766268521584343	Other	Other
allcancers	low_ploidy_sensitive	GSK-LSD1-2HCL	0.0770976077730864	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	THR-102	0.0778428974073808	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	GLUTATHIONE	0.0780212986850025	Metabolic/redox agents	Metabolic/redox agents
allcancers	low_ploidy_sensitive	TELOMERASE INHIBITOR IX	0.0780881750844388	Other	Other
allcancers	low_ploidy_sensitive	AZD7762	0.078587448974246	DNA damage repair inhibitors	DNA damage repair inhibitors
allcancers	low_ploidy_sensitive	MK-8776	0.0787416088261391	DNA damage repair inhibitors	DNA damage repair inhibitors
allcancers	low_ploidy_sensitive	PEVONEDISTAT	0.0788927757814446	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
allcancers	low_ploidy_sensitive	GSK3337463A	0.0793891115474427	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	CRIZOTINIB	0.0795848233123728	Kinase inhibitors	Receptor tyrosine kinase inhibitors
allcancers	low_ploidy_sensitive	N29087-69-1	0.0797127967918635	Other	Other
allcancers	low_ploidy_sensitive	123138	0.0800883536581035	Other	Other
allcancers	low_ploidy_sensitive	SB216763	0.0801142055521178	WNT/HH pathway inhibitors	WNT-pathway modulators
allcancers	low_ploidy_sensitive	XAV939	0.0801569586944754	WNT/HH pathway inhibitors	WNT-pathway modulators
allcancers	low_ploidy_sensitive	LJI308	0.0803317869322699	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	PCI-34051	0.0804317276029736	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	AZ960	0.0804644108705618	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
allcancers	low_ploidy_sensitive	SN-38	0.081051082860025	Chemotherapy agents	Topoisomerase inhibitors
allcancers	low_ploidy_sensitive	OBATOCLAX MESYLATE	0.0811484676214345	Proapoptotic agents	Proapoptotic agents
allcancers	low_ploidy_sensitive	AZD6738	0.0812569125690228	DNA damage repair inhibitors	DNA damage repair inhibitors
allcancers	low_ploidy_sensitive	BMS-345541	0.0816734371566175	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	VTP-B	0.0817250674045422	Other	Other
allcancers	low_ploidy_sensitive	PFI-1	0.0821499116530903	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	I-BRD9	0.0822259123027925	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	BDILV000379A	0.0832455227775393	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	KRAS (G12C) INHIBITOR-12	0.0833553059485689	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	TOPOTECAN	0.0835804271081593	Chemotherapy agents	Topoisomerase inhibitors
allcancers	low_ploidy_sensitive	BDP-00009066	0.0836661878787416	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	MK-1775	0.0839947481752543	DNA damage repair inhibitors	DNA damage repair inhibitors
allcancers	low_ploidy_sensitive	LMP744	0.0846207761680634	Chemotherapy agents	Topoisomerase inhibitors
allcancers	low_ploidy_sensitive	VELIPARIB	0.0862391840697709	DNA damage repair inhibitors	DNA damage repair inhibitors
allcancers	low_ploidy_sensitive	PICOLINICI-ACID	0.0866250930377271	Metabolic/redox agents	Metabolic/redox agents
allcancers	low_ploidy_sensitive	GSK2256098C	0.0872155890988838	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
allcancers	low_ploidy_sensitive	CISPLATIN	0.0879320047889706	Chemotherapy agents	Alkylating agents
allcancers	low_ploidy_sensitive	BEN	0.0882535612295281	Other	Other
allcancers	low_ploidy_sensitive	DOCETAXEL	0.0891727609676596	Chemotherapy agents	Antimitotic agents
allcancers	low_ploidy_sensitive	ERK_2440	0.090272740189976	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	L-OXONORELEAGNINE	0.0903803539656737	Other	Other
allcancers	low_ploidy_sensitive	DAPORINAD	0.0905621056707894	Metabolic/redox agents	Metabolic/redox agents
allcancers	low_ploidy_sensitive	IAP_5620	0.0907512548367964	Proapoptotic agents	Proapoptotic agents
allcancers	low_ploidy_sensitive	UNC0379	0.0910365283912315	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	MITOXANTRONE	0.0911272525993771	Chemotherapy agents	Topoisomerase inhibitors
allcancers	low_ploidy_sensitive	EPZ5676	0.091551878260286	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	CAMPTOTHECIN	0.0918245895034826	Chemotherapy agents	Topoisomerase inhibitors
allcancers	low_ploidy_sensitive	LENALIDOMIDE	0.0923269993834821	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
allcancers	low_ploidy_sensitive	VX-11E	0.0923970795498202	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	VISMODEGIB	0.0930069064653782	WNT/HH pathway inhibitors	Hedgehog pathway inhibitors
allcancers	low_ploidy_sensitive	EPZ004777	0.0937922540471933	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	JQ1	0.0938772721230133	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	GSK-LSD1	0.0938816446775006	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	BICALUTAMIDE	0.0941731595282489	Hormone therapy	Hormone therapy
allcancers	low_ploidy_sensitive	ERK_6604	0.0943551851773589	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	RIBOCICLIB	0.0943723872953719	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	IWP-2	0.0947500777076956	WNT/HH pathway inhibitors	WNT-pathway modulators
allcancers	low_ploidy_sensitive	FULVESTRANT	0.0953201625251714	Hormone therapy	Hormone therapy
allcancers	low_ploidy_sensitive	BPD-00008900	0.0955085029552379	Other	Other
allcancers	low_ploidy_sensitive	PACLITAXEL	0.096994193512026	Chemotherapy agents	Antimitotic agents
allcancers	low_ploidy_sensitive	AZD5153	0.0970507734290666	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	PIPERLONGUMINE	0.0974738008495945	Metabolic/redox agents	Metabolic/redox agents
allcancers	low_ploidy_sensitive	AXITINIB	0.0977897980159814	Kinase inhibitors	Receptor tyrosine kinase inhibitors
allcancers	low_ploidy_sensitive	667880	0.0978787835071633	Other	Other
allcancers	low_ploidy_sensitive	EPIRUBICIN	0.0982112907098179	Chemotherapy agents	Topoisomerase inhibitors
allcancers	low_ploidy_sensitive	IRINOTECAN	0.0984632879353862	Chemotherapy agents	Topoisomerase inhibitors
allcancers	low_ploidy_sensitive	TW 37	0.0987140804130999	Proapoptotic agents	Proapoptotic agents
allcancers	low_ploidy_sensitive	WZ4003	0.0991359039352096	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	BIBR-1532	0.0997541682289486	Other	Other
allcancers	low_ploidy_sensitive	PODOPHYLLOTOXIN BROMIDE	0.100233843362098	Chemotherapy agents	Antimitotic agents
allcancers	low_ploidy_sensitive	DACTINOMYCIN	0.102218228934534	Chemotherapy agents	Tumor antibiotics
allcancers	low_ploidy_sensitive	MOTESANIB	0.102334668582249	Kinase inhibitors	Receptor tyrosine kinase inhibitors
allcancers	low_ploidy_sensitive	TENIPOSIDE	0.103344669104218	Chemotherapy agents	Topoisomerase inhibitors
allcancers	low_ploidy_sensitive	TALAZOPARIB	0.103774593117443	DNA damage repair inhibitors	DNA damage repair inhibitors
allcancers	low_ploidy_sensitive	BDF00022089A	0.104809124529182	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	SL0101	0.105139226561369	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	RUCAPARIB	0.10602779087905	DNA damage repair inhibitors	DNA damage repair inhibitors
allcancers	low_ploidy_sensitive	LMB_AB3	0.106285978806697	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
allcancers	low_ploidy_sensitive	GSK2276186C	0.106428313062324	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
allcancers	low_ploidy_sensitive	IRAK4_4710	0.107155031569573	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	MYCOPHENOLIC ACID	0.107356722682173	Chemotherapy agents	Antimetabolites
allcancers	low_ploidy_sensitive	BI-2536	0.107526139157196	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	GSK2606414	0.107706876011348	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	CPI-637	0.107768688195368	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	ZOLEDRONATE	0.1084564811467	Other	Other
allcancers	low_ploidy_sensitive	729189	0.108663878969158	Other	Other
allcancers	low_ploidy_sensitive	BROMOSPORINE	0.109412931969684	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	PALBOCICLIB	0.110729833252962	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	A-366	0.110835320815244	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	LESTAURTINIB	0.111172737304391	Kinase inhibitors	Receptor tyrosine kinase inhibitors
allcancers	low_ploidy_sensitive	NILOTINIB	0.111526440204289	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
allcancers	low_ploidy_sensitive	OXALIPLATIN	0.11163026701946	Chemotherapy agents	Alkylating agents
allcancers	low_ploidy_sensitive	KU-55933	0.111782454856023	DNA damage repair inhibitors	DNA damage repair inhibitors
allcancers	low_ploidy_sensitive	N30652-18-1	0.113090623909256	Other	Other
allcancers	low_ploidy_sensitive	DACARBAZINE	0.114867114734556	Chemotherapy agents	Alkylating agents
allcancers	low_ploidy_sensitive	POMHEX	0.11554618518213	Metabolic/redox agents	Metabolic/redox agents
allcancers	low_ploidy_sensitive	RO-3306	0.116467869703349	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	VE821	0.116643748013809	DNA damage repair inhibitors	DNA damage repair inhibitors
allcancers	low_ploidy_sensitive	LMB_AB2	0.116829643307954	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
allcancers	low_ploidy_sensitive	MIM1	0.11698359382465	Proapoptotic agents	Proapoptotic agents
allcancers	low_ploidy_sensitive	THR-103	0.117925153461956	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	SORAFENIB	0.118150794162865	Kinase inhibitors	Receptor tyrosine kinase inhibitors
allcancers	low_ploidy_sensitive	NAVITOCLAX	0.118386869339533	Proapoptotic agents	Proapoptotic agents
allcancers	low_ploidy_sensitive	BLEOMYCIN (50 UM)	0.118629631211065	Chemotherapy agents	Tumor antibiotics
allcancers	low_ploidy_sensitive	OLAPARIB	0.119679193504062	DNA damage repair inhibitors	DNA damage repair inhibitors
allcancers	low_ploidy_sensitive	VINORELBINE	0.120008172058839	Chemotherapy agents	Antimitotic agents
allcancers	low_ploidy_sensitive	GEMCITABINE	0.12240277332665	Chemotherapy agents	Antimetabolites
allcancers	low_ploidy_sensitive	GSK626616AC	0.122590207159584	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	BLEOMYCIN	0.123284969533045	Chemotherapy agents	Tumor antibiotics
allcancers	low_ploidy_sensitive	YK-4-279	0.124891632160811	Other	Other
allcancers	low_ploidy_sensitive	NELARABINE	0.124949464995678	Chemotherapy agents	Antimetabolites
allcancers	low_ploidy_sensitive	VSP34_8731	0.125147732749201	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
allcancers	low_ploidy_sensitive	630600	0.125380263055534	Other	Other
allcancers	low_ploidy_sensitive	CDK9_5576	0.125438977857802	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	FORETINIB	0.126144643288129	Kinase inhibitors	Receptor tyrosine kinase inhibitors
allcancers	low_ploidy_sensitive	N27922-53-1	0.126513739659328	Other	Other
allcancers	low_ploidy_sensitive	615590	0.126696760024874	Other	Other
allcancers	low_ploidy_sensitive	5-AZACYTIDINE	0.127511100005448	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	150412	0.12790382702603	Other	Other
allcancers	low_ploidy_sensitive	GSK2801	0.128634113264036	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	CDK9_5038	0.129421939501411	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	N25720-51-A1	0.130775155841221	Other	Other
allcancers	low_ploidy_sensitive	LMB_AB1	0.131649905778575	Other	Other
allcancers	low_ploidy_sensitive	CT7033-2	0.131656143426087	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	low_ploidy_sensitive	PRIMA-1MET	0.131821488368971	p53/MDM2 pathway	p53/MDM2 pathway
allcancers	low_ploidy_sensitive	5-FLUOROURACIL	0.132521806532282	Chemotherapy agents	Antimetabolites
allcancers	low_ploidy_sensitive	PBD-288	0.133841483608244	Chemotherapy agents	Alkylating agents
allcancers	low_ploidy_sensitive	ELEPHANTIN	0.135256653954679	Other	Other
allcancers	low_ploidy_sensitive	ABT737	0.136377523691042	Proapoptotic agents	Proapoptotic agents
allcancers	low_ploidy_sensitive	TOZASERTIB	0.142574814306579	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	AZD5991	0.143158477597881	Proapoptotic agents	Proapoptotic agents
allcancers	low_ploidy_sensitive	GSK2830371	0.144687140361036	DNA damage repair inhibitors	DNA damage repair inhibitors
allcancers	low_ploidy_sensitive	50869	0.145028709868027	Other	Other
allcancers	low_ploidy_sensitive	CYTARABINE	0.148702182034263	Chemotherapy agents	Antimetabolites
allcancers	low_ploidy_sensitive	PF-4708671	0.150695729599362	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	ALISERTIB	0.151554547457484	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	GSK2830371A	0.156052520393351	DNA damage repair inhibitors	DNA damage repair inhibitors
allcancers	low_ploidy_sensitive	FLUDARABINE	0.157116443733351	Chemotherapy agents	Antimetabolites
allcancers	low_ploidy_sensitive	VINBLASTINE	0.161075163047697	Chemotherapy agents	Antimitotic agents
allcancers	low_ploidy_sensitive	AZD5438	0.162318050122449	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	GSK269962A	0.163167980299236	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	low_ploidy_sensitive	NIRAPARIB	0.166906812039602	DNA damage repair inhibitors	DNA damage repair inhibitors
allcancers	low_ploidy_sensitive	JAK1_8709	0.171139700525257	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
allcancers	low_ploidy_sensitive	MIRIN	0.17924926539938	DNA damage repair inhibitors	DNA damage repair inhibitors
allcancers	low_ploidy_sensitive	VENETOCLAX	0.185428566050652	Proapoptotic agents	Proapoptotic agents
allcancers	low_ploidy_sensitive	EG5_9814	0.18800770227151	Chemotherapy agents	Antimitotic agents
allcancers	low_ploidy_sensitive	NUTLIN-3A (-)	0.235138267821069	p53/MDM2 pathway	p53/MDM2 pathway
allcancers	high_ploidy_sensitive	LAPATINIB	0.0201096288345645	Kinase inhibitors	Receptor tyrosine kinase inhibitors
allcancers	high_ploidy_sensitive	SEPANTRONIUM BROMIDE	0.0176715316994968	Proapoptotic agents	Proapoptotic agents
allcancers	high_ploidy_sensitive	TRETINOIN	0.0102919575525447	Other	Other
allcancers	high_ploidy_sensitive	DACTOLISIB	0.00923716873105835	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	WIKI4	0.00736065174986215	WNT/HH pathway inhibitors	WNT-pathway modulators
allcancers	high_ploidy_sensitive	IOX2	0.00554316249329503	Metabolic/redox agents	Metabolic/redox agents
allcancers	high_ploidy_sensitive	SAPITINIB	0.00306662350384763	Kinase inhibitors	Receptor tyrosine kinase inhibitors
allcancers	high_ploidy_sensitive	GNE-317	0.00276495356414069	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	SB505124	0.00152499051533885	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	AZD8186	0.000404852215047642	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	high_ploidy_sensitive	ELESCLOMOL	-0.000122478491348849	Metabolic/redox agents	Metabolic/redox agents
allcancers	high_ploidy_sensitive	GSK1904529A	-0.00175714000353686	Kinase inhibitors	Receptor tyrosine kinase inhibitors
allcancers	high_ploidy_sensitive	WEHI-539	-0.00741659865191768	Proapoptotic agents	Proapoptotic agents
allcancers	high_ploidy_sensitive	PICTILISIB	-0.00760618011421802	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	AZD8055	-0.00878299794697324	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	METHOTREXATE	-0.0100752021688581	Chemotherapy agents	Antimetabolites
allcancers	high_ploidy_sensitive	ENTINOSTAT	-0.0101077869898958	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	high_ploidy_sensitive	ENTOSPLETINIB	-0.0101455860876924	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
allcancers	high_ploidy_sensitive	IBRUTINIB	-0.0103746255247148	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
allcancers	high_ploidy_sensitive	BDOCA000347A	-0.0114218713338104	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	high_ploidy_sensitive	OSIMERTINIB	-0.0118214848238488	Kinase inhibitors	Receptor tyrosine kinase inhibitors
allcancers	high_ploidy_sensitive	DORAMAPIMOD	-0.0133859616387631	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	GEFITINIB	-0.0139259471244673	Kinase inhibitors	Receptor tyrosine kinase inhibitors
allcancers	high_ploidy_sensitive	BMS-536924	-0.0154705010092037	Kinase inhibitors	Receptor tyrosine kinase inhibitors
allcancers	high_ploidy_sensitive	PLX-4720	-0.0155194441386164	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	PD173074	-0.0174028300876628	Kinase inhibitors	Receptor tyrosine kinase inhibitors
allcancers	high_ploidy_sensitive	ROMIDEPSIN	-0.0176791231315786	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	high_ploidy_sensitive	741909	-0.0184504993218744	Other	Other
allcancers	high_ploidy_sensitive	ASCORBATE (VITAMIN C)	-0.0193029629454248	Metabolic/redox agents	Metabolic/redox agents
allcancers	high_ploidy_sensitive	RAPAMYCIN	-0.0195380285276077	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	JAK_8517	-0.019543169277037	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
allcancers	high_ploidy_sensitive	BORTEZOMIB	-0.022089189538994	Chaperone/protein-homeostasis inhibitors	Proteasome inhibitors
allcancers	high_ploidy_sensitive	MN-64	-0.022379336931658	WNT/HH pathway inhibitors	WNT-pathway modulators
allcancers	high_ploidy_sensitive	GSK591	-0.0245071478165497	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	high_ploidy_sensitive	SB590885	-0.0249700362392523	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	AZD2014	-0.025110669118796	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	RVX-208	-0.0255794670409585	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	high_ploidy_sensitive	GDC0810	-0.0258003882053516	Hormone therapy	Hormone therapy
allcancers	high_ploidy_sensitive	TANESPIMYCIN	-0.0298345932735687	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	AZD4547	-0.0299032066710859	Kinase inhibitors	Receptor tyrosine kinase inhibitors
allcancers	high_ploidy_sensitive	LCL161	-0.0324097475955863	Proapoptotic agents	Proapoptotic agents
allcancers	high_ploidy_sensitive	OF-1	-0.0324445916709734	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	high_ploidy_sensitive	OSI-027	-0.0325228241905193	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	AFATINIB	-0.0333325866577044	Kinase inhibitors	Receptor tyrosine kinase inhibitors
allcancers	high_ploidy_sensitive	MG-132	-0.0335005496440446	Chaperone/protein-homeostasis inhibitors	Proteasome inhibitors
allcancers	high_ploidy_sensitive	AZ6102	-0.0354645537820627	WNT/HH pathway inhibitors	WNT-pathway modulators
allcancers	high_ploidy_sensitive	ERLOTINIB	-0.0356046625712329	Kinase inhibitors	Receptor tyrosine kinase inhibitors
allcancers	high_ploidy_sensitive	UMI-77	-0.0356962847378548	Proapoptotic agents	Proapoptotic agents
allcancers	high_ploidy_sensitive	AZD1332	-0.0360659976539327	Kinase inhibitors	Receptor tyrosine kinase inhibitors
allcancers	high_ploidy_sensitive	GSK343	-0.0364158320025224	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	high_ploidy_sensitive	TAF1_5496	-0.0366672987717747	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	high_ploidy_sensitive	743380	-0.0368919595678869	Other	Other
allcancers	high_ploidy_sensitive	765771	-0.0374523682132389	Other	Other
allcancers	high_ploidy_sensitive	REMODELIN	-0.0386800827935873	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	high_ploidy_sensitive	OTX015	-0.0396651085962471	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	high_ploidy_sensitive	123829	-0.0404357622969936	Other	Other
allcancers	high_ploidy_sensitive	NVP-ADW742	-0.0410162939205256	Kinase inhibitors	Receptor tyrosine kinase inhibitors
allcancers	high_ploidy_sensitive	EHT-1864	-0.0411073339750494	Other	Other
allcancers	high_ploidy_sensitive	ML323	-0.0411183866439854	Chaperone/protein-homeostasis inhibitors	Chaperone/protein-homeostasis inhibitors
allcancers	high_ploidy_sensitive	TASELISIB	-0.0413655352618415	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	high_ploidy_sensitive	776928	-0.0424993911281838	Other	Other
allcancers	high_ploidy_sensitive	ALPELISIB	-0.0428988760574281	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	I-BET-762	-0.0442433074540893	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	high_ploidy_sensitive	CHIR-99021	-0.0445350346430541	WNT/HH pathway inhibitors	WNT-pathway modulators
allcancers	high_ploidy_sensitive	P22077	-0.0445351534997905	p53/MDM2 pathway	p53/MDM2 pathway
allcancers	high_ploidy_sensitive	JNK INHIBITOR VIII	-0.0446064937537816	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	MK-2206	-0.0451666107072407	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	SELUMETINIB	-0.0467125166608292	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	TEMSIROLIMUS	-0.047404956264291	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	SCH772984	-0.0475125162778754	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	SGC0946	-0.0484934198468019	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	high_ploidy_sensitive	UPROSERTIB	-0.0486194478576015	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	DIHYDROROTENONE	-0.0487358866605418	Metabolic/redox agents	Metabolic/redox agents
allcancers	high_ploidy_sensitive	SERDEMETAN	-0.0490599042984873	p53/MDM2 pathway	p53/MDM2 pathway
allcancers	high_ploidy_sensitive	REFAMETINIB	-0.0491413361165454	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	ULK1_4989	-0.049474543859728	Kinase inhibitors	Serine/threonine kinase inhibitors
allcancers	high_ploidy_sensitive	CYCLOPHOSPHAMIDE	-0.0502582414758369	Chemotherapy agents	Alkylating agents
allcancers	high_ploidy_sensitive	VORINOSTAT	-0.0505611972421756	Epigenetic inhibitors	Epigenetic inhibitors
allcancers	high_ploidy_sensitive	LINSITINIB	-0.0506144229467227	Kinase inhibitors	Receptor tyrosine kinase inhibitors
allcancers	high_ploidy_sensitive	TAMOXIFEN	-0.0518957113574237	Hormone therapy	Hormone therapy
allcancers	high_ploidy_sensitive	PRT062607	-0.0521751914230024	Kinase inhibitors	Non-receptor tyrosine kinase inhibitors
allcancers	high_ploidy_sensitive	CCT007093	-0.0530128384273044	DNA damage repair inhibitors	DNA damage repair inhibitors
allcancers	high_ploidy_sensitive	BMS-754807	-0.0534936416761577	Kinase inhibitors	Receptor tyrosine kinase inhibitors
