pathway,pval,padj,log2err,ES,NES,size,leading_edge,collection,collection_label,ranking_id,pathway_label,direction,model_id
GOBP_MICROTUBULE_NUCLEATION,1.3658983499043785e-6,1.0830776399945292e-5,0.6435518361507222,-0.4662200766895086,-2.4220841338231747,47,TUBGCP3;HAUS8;HAUS5;HAUS1;HAUS6;HAUS2;NIN;CLASP2;PAK1;CCDC66;TUBG1;TUBGCP5;SSNA1;BLOC1S2;PCNT;CEP192;CENPJ;EML2;HAUS4;MECP2;HAUS3;RANBP9,C5:GO:BP,go_bp,primary_adjacent_state,Microtubule Nucleation,negative,ETP_reference_balanced_threshold_2_24
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_NUCLEUS,1.3934329818418758e-6,1.1007803145848804e-5,0.6435518361507222,-0.6310629414213867,-2.72736577814959,24,TXN;ARL2;CHCHD10;BARD1;PARK7,C5:GO:BP,go_bp,primary_adjacent_state,Maintenance of Protein Location in Nucleus,negative,ETP_reference_balanced_threshold_2_24
GOBP_MITOTIC_SPINDLE_ASSEMBLY,1.4184228049648162e-6,1.1179750653677234e-5,0.6435518361507222,-0.384848054417281,-2.1897316231775075,74,KPNB1;UHRF1;SMC3;DRG1;SMC1A;CHEK2;CHMP6;MYBL2;POLDIP2;CLASP2;WRAP73;ABRAXAS1;SPICE1;CCDC66;OFD1;CEP97;TPR;CHMP1A;CEP192;RANGRF;MAP9,C5:GO:BP,go_bp,primary_adjacent_state,Mitotic Spindle Assembly,negative,ETP_reference_balanced_threshold_2_24
GOBP_CENTROMERE_COMPLEX_ASSEMBLY,1.4333904042066712e-6,1.1272104131040216e-5,0.6435518361507222,-0.558551690145352,-2.585285664738682,30,CENPK;NASP;CENPI;CENPX;CENPW;CENPO;CENPN;CENPP;TRAPPC12;H3-3A;CENPV;ITGB3BP;POGZ;SENP6;MIS12;KNTC1;MIS18A;RNF4;CENPH,C5:GO:BP,go_bp,primary_adjacent_state,Centromere Complex Assembly,negative,ETP_reference_balanced_threshold_2_24
GOBP_VACUOLAR_TRANSPORT,1.4460733793214195e-6,1.1346114206983444e-5,0.6435518361507222,-0.2795188995255786,-1.7955307743081996,159,VPS25;VTI1B;LEPROTL1;NAGPA;CHMP6;HMGXB4;VTA1;ARSB;AP4M1;VPS4A;LYSET;HSPA8;VPS53;HGS;VPS13A;AP3S1;TMEM50A;SNF8;STAM;VPS51;VPS39;VPS36;VPS54;NDFIP2;AP3D1;CHMP1A;VPS33A;VPS16;ATP13A2;LIPA;SLC17A9;PTPN23;HGSNAT;LEPROT;ATP6V0D1;TGFBRAP1;VPS33B;VTI1A;RILP;ALS2;MVB12A;SNX16;PLEKHF1;NCOA4;SORL1;TPCN2;MVB12B;CLN3;TMEM106B;SNAPIN;USE1;DTX3L;HOOK3;TMEM50B;CLU;TRAK2;LRRK2;CHMP2A;M6PR;AP3M1;TRAK1;NDFIP1;AP3S2;CHMP4B;HSPA1A;SMURF1;CHMP2B;VPS37A;PLEKHF2;SNX27;BIN1;MON1A;AP1G2;CHMP5;ATP6V0D2;SLC30A4;LYST;ATG14,C5:GO:BP,go_bp,primary_adjacent_state,Vacuolar Transport,negative,ETP_reference_balanced_threshold_2_24
GOBP_PEPTIDYL_LYSINE_METHYLATION,1.4796192559998532e-6,1.1583114175637676e-5,0.6435518361507222,-0.7469360288402819,-2.8737608290150725,17,EEF2KMT;EEF1AKMT3;EEF1AKMT2;METTL18;EHMT1;ANTKMT;SETD7;ATPSCKMT;SMYD2,C5:GO:BP,go_bp,primary_adjacent_state,Peptidyl Lysine Methylation,negative,ETP_reference_balanced_threshold_2_24
GOBP_RRNA_METHYLATION,1.5056541502638162e-6,1.176037971422278e-5,0.6435518361507222,-0.628877982444978,-2.717922691021869,24,DIMT1;FBL;EMG1;NSUN5;METTL5;MRM2;BUD23;TFB1M;TRMT2B;TRMT112;ZCCHC4;MRM3;NSUN3;SPOUT1,C5:GO:BP,go_bp,primary_adjacent_state,Rrna Methylation,negative,ETP_reference_balanced_threshold_2_24
GOBP_SNO_S_RNA_METABOLIC_PROCESS,1.516081279847304e-6,1.1815213210135842e-5,0.6435518361507222,-0.7496458043125445,-2.82679323796383,16,EXOSC3;EXOSC4;FBL;DKC1;EXOSC5;EXOSC6;TENT4B;NUDT16L1;NUDT16;EXOSC2;EXOSC10,C5:GO:BP,go_bp,primary_adjacent_state,Sno s Rna Metabolic Process,negative,ETP_reference_balanced_threshold_2_24
GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY,1.5731655550508503e-6,1.2232596737480602e-5,0.6435518361507222,-0.4877916530800171,-2.426981297028033,41,FADD;CDC37;SMIM30;OAS3;TTLL12;USP18;UBE2K;MUL1;PTPN1;EIF4E2;SAMHD1;PTPN11;USP27X;TRIM56;IKBKE;PTPN2;OAS1;NLRC5;ISG15;CNOT7;WNT5A;RNF185,C5:GO:BP,go_bp,primary_adjacent_state,Regulation of Type i Interferon Mediated Signaling Pathway,negative,ETP_reference_balanced_threshold_2_24
GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS,1.6916790755641128e-6,1.3124704774175263e-5,0.6435518361507222,-0.3929810506997205,-2.1882459307291455,66,CDA;PNP;ERH;HPRT1;ICMT;DERA;NME4;NT5C3A;APRT;DTYMK;UPP1;FUCA2;AKR7A2;TYW1;APOBEC3G;GBA2;OARD1;DGUOK;DNPH1;TYW3;TYMP;NAGA;MACROD1;NT5E;DCTD;PRTFDC1;GLA;CDADC1;BLOC1S6;ADK;TK1;ADA;AKR1C1;AKR1B1,C5:GO:BP,go_bp,primary_adjacent_state,Glycosyl Compound Metabolic Process,negative,ETP_reference_balanced_threshold_2_24
GOBP_TOR_SIGNALING,1.7788958649628652e-6,1.3770559954667895e-5,0.6435518361507222,-0.26967578107874823,-1.832555645684273,170,EIF4EBP1;ENDOG;LAMTOR1;PRMT1;PRKACA;SHQ1;UBE2N;LAMTOR5;LARS1;PDCD6;RPS6KB2;LARP1;VHL;UBR1;RPS6KA4;PREX1;GPAT3;SRC;KLHL22;ZMPSTE24;RPS6;TTI1;OTUB1;EIF4EBP2;CTNS;RBX1;NLK;PPDPF;MLST8;WDR24;NCKAP1L;STAMBPL1;GPR137;MTOR;LIPA;KPTN;AKT1S1;MAPKAPK5;PRR5;LAMTOR2;MEAK7;ATM;TBC1D7;MIOS;RHEB;RPTOR;RNF167;MAT2A;ARAF;MAPK3;OGT;WAC;AKT1;MAPKAP1;ITFG2;PIH1D1;GSK3A;MFSD8;UBE3A,C5:GO:BP,go_bp,primary_adjacent_state,Tor Signaling,negative,ETP_reference_balanced_threshold_2_24
GOBP_NUCLEOLUS_ORGANIZATION,1.93804896704491e-6,1.4902780083618065e-5,0.6272567397185284,-0.71273981013098,-2.7940007212904843,18,DDX11;EMG1;NOLC1;RPS19;BEND3;SUV39H1;MACROH2A1;PHF8;POLR1B,C5:GO:BP,go_bp,primary_adjacent_state,Nucleolus Organization,negative,ETP_reference_balanced_threshold_2_24
GOBP_MITOCHONDRIAL_DNA_METABOLIC_PROCESS,1.9339813711568297e-6,1.4902780083618065e-5,0.6272567397185284,-0.6388664465478007,-2.734337535355907,23,SSBP1;ENDOG;PARP1;DNAJA3;DNA2;MPV17;LIG3;RRM1;MGME1;TP53,C5:GO:BP,go_bp,primary_adjacent_state,Mitochondrial Dna Metabolic Process,negative,ETP_reference_balanced_threshold_2_24
GOBP_NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION,1.9358376356707616e-6,1.4902780083618065e-5,0.6272567397185284,-0.6035807373942277,-2.664258332070608,26,C1QBP;FANCB;CSNK2A1;POLQ;RIF1;SMCHD1;MAGEF1;CGAS;RMI2;SENP3;SHLD3;SHLD2;TP53BP1;RADX;KAT5,C5:GO:BP,go_bp,primary_adjacent_state,Negative Regulation of Double Strand Break Repair via Homologous Recombination,negative,ETP_reference_balanced_threshold_2_24
GOBP_SPHINGOLIPID_METABOLIC_PROCESS,1.950532939782163e-6,1.4965593440629516e-5,0.6272567397185284,-0.2869410531447442,-1.8257398795732356,141,PAQR4;BAX;CLN6;ELOVL6;PPM1L;B4GALNT1;CREM;SPHK2;B3GALT1;SPHK1;MECR;ST8SIA1;ST6GALNAC3;ST6GALNAC4;ASAH1;PRKD1;ELOVL1;PEMT;CSNK1G2;ORMDL1;CERK;NAAA;ELOVL4;ARV1;PPT1;PRKD2;CERS2;SMPD4;ST3GAL2;GBA2;ELOVL7;KDSR;B4GALT6;B4GALT5;PRKCD;ORMDL2;SPTSSA;VPS54;DEGS1,C5:GO:BP,go_bp,primary_adjacent_state,Sphingolipid Metabolic Process,negative,ETP_reference_balanced_threshold_2_24
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION,1.956322499866791e-6,1.4976879535404042e-5,0.6272567397185284,-0.6030200034802347,-2.6617832033763422,26,CCT6A;ACD;NABP2;BRCA2;GNL3;XRCC5;TERF1;TERT;TINF2;WRAP53;GNL3L;PINX1;TERF2;MACROH2A1;TCP1;ATR,C5:GO:BP,go_bp,primary_adjacent_state,Protein Localization to Chromosome Telomeric Region,negative,ETP_reference_balanced_threshold_2_24
GOBP_REGULATION_OF_POSTSYNAPSE_ASSEMBLY,1.962656545816423e-6,1.4992275112095495e-5,0.6272567397185284,-0.4929504283135972,-2.4588181003514094,40,NAE1;ELMO1;SIGMAR1;CC2D1A;NUMBL;DOCK10;MAP1B;UBE2M;RHOG;PTPN1;TRIM47;NEDD8;DOCK4;NECTIN3;RAC3;GNA13;DOCK1;ZDHHC8,C5:GO:BP,go_bp,primary_adjacent_state,Regulation of Postsynapse Assembly,negative,ETP_reference_balanced_threshold_2_24
GOBP_RNA_POLYMERASE_II_PREINITIATION_COMPLEX_ASSEMBLY,2.016881853246852e-6,1.5372629158373808e-5,0.6272567397185284,-0.42334911380269535,-2.2613866211187137,55,MED31;TAF5;MED11;TAF11;TAF4;MED9;MED4;HMGB1;TAF9;PSMC6;MED8;MED27;TP53;MED25;MED30;MED10;MED19;TAF6;THRA;MED20,C5:GO:BP,go_bp,primary_adjacent_state,Rna Polymerase Ii Preinitiation Complex Assembly,negative,ETP_reference_balanced_threshold_2_24
GOBP_AMIDE_BIOSYNTHETIC_PROCESS,2.1245855342967557e-6,1.615803208978322e-5,0.6272567397185284,-0.2861803991901929,-1.798096776236036,150,PAQR4;CHAC2;ELOVL6;B4GALNT1;SPHK2;B3GALT1;SPHK1;MECR;PDHA1;ST6GALNAC3;ST6GALNAC4;PPCDC;ASAH1;ACLY;ELOVL1;PEMT;PPCS;FH;ORMDL1;ACSF3;ELOVL4;PDHB;ACAT1;BCKDK;COASY;PPT1;DLAT;CERS2;HSD17B12;SMPD4;ST3GAL2;ELOVL7;B4GALT6;GCLM;B4GALT5;GSS;PANK1;PRKCD;ORMDL2;SPTSSA;DCAKD;DEGS1;DLD;ACACA;TPK1;NAGS;FASN;MPC2;B4GALT3;DIP2A;PPT2;SLC25A15;AGK;GNE;ST3GAL3;SMPD1;CERS5,C5:GO:BP,go_bp,primary_adjacent_state,Amide Biosynthetic Process,negative,ETP_reference_balanced_threshold_2_24
GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,2.194386301787851e-6,1.66523669466089e-5,0.6272567397185284,-0.3197045798353879,-1.9212607130198878,94,ITGB1BP1;NRP1;FHOD1;CFL1;PFN2;CARMIL1;PFN1;EVL;S100A10;CLASP2;PAK1;LIMCH1;RDX;PPM1F;ARHGEF5;CD47;SORBS3;RHOC;ROCK1;LIMK1;BBS4;MKKS;CDC42;PAK2;LPAR1;MTOR;ALMS1;ARHGEF18;CORO2B;BAG4;ACTG1;SDC4;TGFB3;RHOA;ARHGEF10;SHANK3;ARHGEF10L;ROCK2;CCN2,C5:GO:BP,go_bp,primary_adjacent_state,Regulation of Actin Filament Bundle Assembly,negative,ETP_reference_balanced_threshold_2_24
GOBP_BLASTOCYST_DEVELOPMENT,2.2780728866876234e-6,1.7249687272997113e-5,0.6272567397185284,-0.3134729567499017,-1.9597931170073282,112,GINS1;RRP7A;NASP;PSMC3;SF3B6;RRM2;RPL7L1;EMG1;BRCA2;ASF1B;ACTL6A;RAD51B;DAD1;MATR3;PEMT;PSMC4;FURIN;CHEK1;RBBP8;PRPF19;PPP1CC;PALB2;BYSL;NDUFA2;NBN;SUV39H1;PTPN18;NLE1;BCOR;ZPR1;TTLL4;SBDS;PELO;RPL13;ETV2;CAPN2;NCAPG2;CCNB1IP1;TEAD4;GINS4;SALL4,C5:GO:BP,go_bp,primary_adjacent_state,Blastocyst Development,negative,ETP_reference_balanced_threshold_2_24
GOBP_POSITIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,2.28674090665302e-6,1.7277597961378374e-5,0.6272567397185284,-0.2756915837076836,-1.7778111641448895,157,ARL2;ITGB1BP1;NRP1;DRG1;FHOD1;CFL1;FCHSD2;PFN2;PRKD1;DSTN;CLIP1;CARMIL1;PFN1;EVL;S100A10;RPS3;PAK1;NAV3;WDR1;LIMCH1;MAP1B;PDXP;PRKCE;PPM1F;CDC42EP1;ARHGEF5;COLGALT1;CD47;BAIAP2L2;SORBS3;RHOC;CDC42EP2;LIMK1;CTTN;CDC42;GPX1;MLST8;NCKAP1L;TRIM27;LPAR1;MTOR;SKA1;SPAST;BAG4;CDK5R1;SDC4;TGFB3;CDK5RAP2;BRK1;RHOA;ARHGEF10;MECP2;MAPRE1;ARHGEF10L;F2RL1;ROCK2;CCN2,C5:GO:BP,go_bp,primary_adjacent_state,Positive Regulation of Supramolecular Fiber Organization,negative,ETP_reference_balanced_threshold_2_24
GOBP_VESICLE_COATING,2.316891821111692e-6,1.7467349642642063e-5,0.6272567397185284,-0.5225774434802247,-2.572940801801736,37,TRAPPC4;AP3M2;PREB;TRAPPC2B;TRAPPC12;TRAPPC5;PDCD6;TRAPPC2L;TRAPPC1;TRAPPC3;AP3S1;AP3D1;PEF1;TRAPPC2;TMED9;TMED2;PPP6C,C5:GO:BP,go_bp,primary_adjacent_state,Vesicle Coating,negative,ETP_reference_balanced_threshold_2_24
GOBP_PYRIMIDINE_RIBONUCLEOTIDE_METABOLIC_PROCESS,2.36365216187998e-6,1.778122710932705e-5,0.6272567397185284,-0.5372450140585951,-2.5353129853212604,32,NME6;NME2;CDA;NME1;CTPS1;DCK;UMPS;AK3;NME4;DHODH;UPP1;NME3;UCK2;NT5C;CAD;ENTPD5;ENTPD4;CMPK1,C5:GO:BP,go_bp,primary_adjacent_state,Pyrimidine Ribonucleotide Metabolic Process,negative,ETP_reference_balanced_threshold_2_24
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_BINDING,2.3902741408714152e-6,1.7942577317190624e-5,0.6272567397185284,-0.5243861461008098,-2.5497590175029,35,BAX;DDX11;ITGB1BP1;SYMPK;PIN1;PSME3IP1;ADAM15;ROCK1;PEX14;GNL3L;MITD1;RACK1,C5:GO:BP,go_bp,primary_adjacent_state,Negative Regulation of Protein Binding,negative,ETP_reference_balanced_threshold_2_24
GOBP_INNER_CELL_MASS_CELL_PROLIFERATION,2.4512754667234033e-6,1.833979444332417e-5,0.6272567397185284,-0.763750566649473,-2.8292022750571033,15,GINS1;BRCA2;CHEK1;PRPF19;PALB2;ZPR1;SBDS;PELO;NCAPG2;GINS4;SALL4;INTS1,C5:GO:BP,go_bp,primary_adjacent_state,Inner Cell Mass Cell Proliferation,negative,ETP_reference_balanced_threshold_2_24
GOBP_PURINE_NUCLEOTIDE_CATABOLIC_PROCESS,2.4537671919557134e-6,1.833979444332417e-5,0.6272567397185284,-0.3015580194165519,-1.8556190532885264,122,SLC2A6;ARL2;PNP;EIF6;HPRT1;ITPA;PRKACA;ADPGK;NUDT9;HINT1;GALK1;NUDT12;MTCH2;INSR;PRKAG2;ZBTB7A;PFKM;NUDT16;SIRT6;SRC;NUDT3;KAT2B;SAMHD1;PDE8A;PRXL2C;NT5C;MLST8;TIGAR;DNPH1;MTOR;OGDH;LIPA;ENTPD4,C5:GO:BP,go_bp,primary_adjacent_state,Purine Nucleotide Catabolic Process,negative,ETP_reference_balanced_threshold_2_24
GOBP_INTRACELLULAR_PH_REDUCTION,2.4761803883588397e-6,1.846751308995367e-5,0.6272567397185284,-0.4346078139760095,-2.3043302170392748,51,BCL2;CLN6;ATP6V0A2;ATP6V0B;GPR89A;SLC4A7;ATP6V1F;PPT1;ATP6AP1;ATP6V0E1;TCIRG1;TMEM199;ATP6V0D1;ATP6V0C;TMEM9;CLCN3;TPCN2;CA2;CLN3;ATP6V1A;TMEM106B;SNAPIN,C5:GO:BP,go_bp,primary_adjacent_state,Intracellular Ph Reduction,negative,ETP_reference_balanced_threshold_2_24
GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS,2.533442905547653e-6,1.8854034327122876e-5,0.6272567397185284,-0.29017647526866186,-1.8110299754146901,130,NDUFAB1;ELOVL6;BRCA1;EIF6;ABHD3;PTGES3;CBR1;HSD17B8;MECR;OXSM;ACOT8;GSTP1;ACLY;ABCD3;ELOVL1;DECR2;PRKAG2;SCD;ACSF3;DAGLB;ELOVL4;ERLIN1;LIPG;FABP5;PTGES2;KAT2B;FADS1;HSD17B12;TRIB3;KLHL25;FADS2;GPX4;ELOVL7;MCAT;PRXL2B;INSIG1;DEGS1;ACACA;SCAP;PLAA;FASN;LIAS,C5:GO:BP,go_bp,primary_adjacent_state,Fatty Acid Biosynthetic Process,negative,ETP_reference_balanced_threshold_2_24
GOBP_PURINE_NUCLEOBASE_METABOLIC_PROCESS,2.554996468174272e-6,1.8973721095563973e-5,0.6272567397185284,-0.7029903746997831,-2.817524282986458,19,GMPS;HPRT1;PAICS;APRT;GART;GMPR;PPAT;PRPS1;SHMT1;PRTFDC1;KDM1A;ADK;ADA;GMPR2,C5:GO:BP,go_bp,primary_adjacent_state,Purine Nucleobase Metabolic Process,negative,ETP_reference_balanced_threshold_2_24
GOBP_REGULATION_OF_PROTEIN_TARGETING,2.5778956868070345e-6,1.910286803813418e-5,0.6272567397185284,-0.36258249312426294,-2.0548193760886186,75,SREBF2;ITGB1BP1;UBE2L3;GDI1;PARL;ARIH2;TOMM70;UBL5;MIEF1;PAK1;RAC2;AKT2;MICALL2;MTCL1;HRAS;TCAF2;CIB1;RNF31;TOMM7;BAP1;TCAF1;UBE2D3;SAE1;LEPROT;BAG4;CDK5R1;C2CD5;STOM;HAX1;HTRA2,C5:GO:BP,go_bp,primary_adjacent_state,Regulation of Protein Targeting,negative,ETP_reference_balanced_threshold_2_24
GOBP_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,2.5978342720921938e-6,1.9209571973594303e-5,0.6272567397185284,-0.27527111910913155,-1.7546772118249907,148,PGP;SLC25A11;PARP1;PGD;SLC37A4;ST3GAL4;PRKACA;B3GALT1;PPP1CA;FUT8;SLC25A10;GYG1;G6PC3;DGAT2;INSR;ARPP19;KAT2A;PASK;PRKAG2;AKT2;SIRT6;CHST14;KAT2B;NLN;G6PD;AP2A1;ST3GAL2;MPDU1;MDH2;NNMT;WDR5;CHST11;PC;SORD;SLC25A13;SDHAF3;ZNF692;PRKG1;SLC35B4;PGAM1;PTPN2;FUT4;CLK2;RANBP2;PPP4R3B;PPP1R3D;EXT2;PRKAG1;ST3GAL3;ENO1;B3GALNT1;NDST1;PCK2;ACADM;TGFB1,C5:GO:BP,go_bp,primary_adjacent_state,Carbohydrate Biosynthetic Process,negative,ETP_reference_balanced_threshold_2_24
GOBP_NADPH_REGENERATION,2.801540453183338e-6,2.067179210987195e-5,0.6272567397185284,-0.630880140832123,-2.700156282599239,23,PGD;RPE;TALDO1;DERA;RPIA;TKT;PRPS2;G6PD;IDH1;ACO1;TP53;MLST8;TIGAR;MTOR,C5:GO:BP,go_bp,primary_adjacent_state,Nadph Regeneration,negative,ETP_reference_balanced_threshold_2_24
GOBP_REGULATION_OF_HYDROLASE_ACTIVITY,2.8427181801452206e-6,2.0931096918776275e-5,0.6272567397185284,-0.24554327572404125,-1.7811515457139295,195,PCNA;ARL2;ABCE1;TBC1D10B;ITGB1BP1;SOD1;URI1;PRELID1;NPM1;LARS1;MIA2;BCR;OAS3;S100A10;RPS3;RRP1B;DOCK10;ABR;HMGB1;RDX;CCDC125;RGS10;RHOG;ARHGEF5;EZH2;TBC1D20;RHOC;TIAM1;TBC1D2;FGD1;RALGAPA1;RACK1;ZC3H15;EVI5L;PRKCD;SCRIB;SH3BP1;RAP1A;ATP13A2;PRKG1;ARHGAP11B;PSENEN;EPHA2;RSU1;TBC1D7;RCC2;ALS2;DFFA;TMED2;TGM2;OAS1;TIMP1;RHOA;PTK2;SERPINB8;RGS7;SYDE1;F2RL1;CRK;RECK;USP6NL,C5:GO:BP,go_bp,primary_adjacent_state,Regulation of Hydrolase Activity,negative,ETP_reference_balanced_threshold_2_24
GOBP_REGULATION_OF_CELL_DIVISION,2.9243611075738673e-6,2.1486619324292738e-5,0.6272567397185284,-0.2761497414136837,-1.78498908033066,156,CDC6;NUP62;BLM;ITGB1BP1;PIN1;CALM1;E2F8;KAT14;BRCA2;E2F7;MYO19;CCP110;KAT2A;POLDIP2;SFN;YBX1;PDXP;PRKCE;VPS4A;PKP4;CDC25B;CENPV;CCDC66;MBIP;RAB11FIP3;ZNF16;KAT2B;FGF5;CIB1;EFHC1;CALM3;CDC14B;RACK1;BBS4;WNK1;CDC42;CALM2;KLHL21;AHCTF1;WDR5;KIF18B;SPAST;ENTR1;ZFYVE19;TADA2A;NKX3-1;MAP9,C5:GO:BP,go_bp,primary_adjacent_state,Regulation of Cell Division,negative,ETP_reference_balanced_threshold_2_24
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,3.008397032357954e-6,2.2057338072341195e-5,0.6272567397185284,-0.2667353585635727,-1.6996669719877235,154,ITGB1BP1;NRP1;FHOD1;CFL1;EZR;PFN2;CARMIL1;SPIRE2;PFN1;EVL;S100A10;CLASP2;PAK1;LIMCH1;PDXP;RDX;SHROOM1;PPM1F;ARHGEF5;CD47;SRC;BAIAP2L2;SORBS3;RHOC;ROCK1;PLS1;LIMK1;PHACTR1;SHTN1;BBS4;MKKS;CDC42;PAK2;LPAR1;MYO1B;MTOR;ALMS1;LIMD2;ARHGEF18;CORO2B;LIMA1;MICAL1;ITGB5;BAG4;ACTG1;SDC4;TGFB3;RFLNB;DPYSL3;RHOA;FAM171A1;ARHGEF10;SHANK3;ARHGEF10L;ROCK2;CCN2,C5:GO:BP,go_bp,primary_adjacent_state,Actin Filament Bundle Organization,negative,ETP_reference_balanced_threshold_2_24
GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,3.3549368289979213e-6,2.45462466729215e-5,0.6272567397185284,-0.27398425234985824,-1.7258703480710633,151,TYMS;PTDSS1;GLO1;SLC19A1;CHAC2;GSR;ATIC;PM20D2;SOD1;PTDSS2;ICMT;DHFR;ETHE1;MTHFD1;PARK7;CPT1A;AASDHPPT;GSTP1;MFSD2A;GLRX2;G6PD;IDH1;SLC16A2;CTNS;GGH;SLC46A1;GSTO1;SLC25A32;ABHD12;PLSCR1;PLOD3;GCLM;GSS;LPCAT4;OSBPL5;GCH1;SHMT1;EGLN2;GPX1,C5:GO:BP,go_bp,primary_adjacent_state,Modified Amino Acid Metabolic Process,negative,ETP_reference_balanced_threshold_2_24
GOBP_POSITIVE_REGULATION_OF_STRESS_FIBER_ASSEMBLY,3.413699405476219e-6,2.492359902777164e-5,0.6272567397185284,-0.4551948911091084,-2.3536770933339115,46,ITGB1BP1;NRP1;FHOD1;PFN2;CARMIL1;EVL;S100A10;PAK1;LIMCH1;PPM1F;ARHGEF5;CD47;SORBS3;RHOC;LIMK1;CDC42;LPAR1;MTOR;BAG4;SDC4;TGFB3;RHOA;ARHGEF10;ARHGEF10L;ROCK2;CCN2,C5:GO:BP,go_bp,primary_adjacent_state,Positive Regulation of Stress Fiber Assembly,negative,ETP_reference_balanced_threshold_2_24
GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION,3.4513839965719997e-6,2.5145797689310284e-5,0.6272567397185284,-0.7580503677995077,-2.808086722075784,15,RAD51C;RAD51;XRCC3;SMC6;BRCA2;RAD51D;SMC5;TERT;RAD50;TERF2;ERCC4,C5:GO:BP,go_bp,primary_adjacent_state,Telomere Maintenance via Recombination,negative,ETP_reference_balanced_threshold_2_24
GOBP_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS,3.4697976446087445e-6,2.5226956460174268e-5,0.6272567397185284,-0.31006443157299435,-1.8971497483332198,111,SYNJ2;PITPNM2;BPNT2;INPP4A;CDIPT;EFR3A;DGKE;DPM2;PIGM;PIGW;PIGX;MTMR2;MBOAT7;SACM1L;GPAA1;PIGF;PIGH;MTMR4;SH3YL1;DPM3;PIGK;PTPRQ;MPPE1;OCRL;PIGU;BPNT1;INPP5F;PIGB;PIGC;INPPL1;PIGL;IMPA2;ATM;PIGP;SLC30A5;PIGG;PI4KA,C5:GO:BP,go_bp,primary_adjacent_state,Phosphatidylinositol Biosynthetic Process,negative,ETP_reference_balanced_threshold_2_24
GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,3.7140684804404764e-6,2.694642152754722e-5,0.6272567397185284,-0.6973133577177669,-2.733527714792433,18,TYMS;NME6;NME2;NME1;CTPS1;NME4;DTYMK;NME3;UCK2;CAD;TBPL1,C5:GO:BP,go_bp,primary_adjacent_state,Pyrimidine Nucleoside Triphosphate Biosynthetic Process,negative,ETP_reference_balanced_threshold_2_24
GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT,3.745221130927852e-6,2.7115713741247996e-5,0.6272567397185284,-0.39251784040293036,-2.17928054277269,65,KPNB1;SKA3;NUP62;CDT1;NUDC;CHMP6;CDC23;ZW10;VPS4A;CCDC66;KAT2B;MAD1L1;PINX1;CDCA5;RMDN1;CHMP1A;SKA1;RRS1;EML4;CDK1;MIS12;SKA2,C5:GO:BP,go_bp,primary_adjacent_state,Mitotic Metaphase Chromosome Alignment,negative,ETP_reference_balanced_threshold_2_24
GOBP_REGULATION_OF_NUCLEAR_DIVISION,3.837085117770207e-6,2.7722939975889747e-5,0.610526878385931,-0.2904975590198586,-1.8177367208099482,131,SKA3;NME6;RAD51AP1;LRP5;NUP62;XRCC3;PKMYT1;PIN1;MSX1;SPHK1;ZWINT;ANAPC5;CDC23;RAD1;INSR;FBXO5;DYNC1LI1;AURKAIP1;PSMG2;ANAPC7;ZW10;PDXP;MSX2;ANAPC15;CHEK1;KLHL22;MAD1L1;MTBP;CDC42;SH2B1;TPR;CUL9;SKA1;CDC16;LCMT1;PHIP;ANAPC11;MAD2L1;ATM;CDK5RAP2;MAD2L1BP;CUL7;KNTC1,C5:GO:BP,go_bp,primary_adjacent_state,Regulation of Nuclear Division,negative,ETP_reference_balanced_threshold_2_24
GOBP_VITAMIN_METABOLIC_PROCESS,3.890655367218997e-6,2.8051544310842997e-5,0.610526878385931,-0.33471660919636564,-2.003438131501237,93,RFK;SLC19A1;PSAT1;PM20D2;SLC52A2;CBR1;DHFR;MTHFD1;AASDHPPT;SLC5A6;UBIAD1;CD320;CBR3;FLAD1;AIFM2;PDXP;GGCX;MMAB;PNPO;SLC46A1;GSTO1;SLC25A32;NNMT;SHMT1;SLC25A19;TPK1;SLC23A2;LIPA;VKORC1L1;MMADHC;NQO1;HLCS,C5:GO:BP,go_bp,primary_adjacent_state,Vitamin Metabolic Process,negative,ETP_reference_balanced_threshold_2_24
