drug	drug_key	drug_id_list	current_legacy_enrichment_group	raw_drugCategory_Pubchem	parsed_pubchem_category_tokens	gdsc_putative_target_values	gdsc_pathway_name_values	gdsc_target_pathway_conflict_flag	rollup_conflict_status	rollup_resolution_reason	gdsc_putative_target_counts	gdsc_pathway_name_counts	current_manual_override	in_wrong_assignment_fixture	proposed_final_category_id	evidence_reason
N29087-69-1	N29087-69-1	2003					Unclassified	FALSE	none			Unclassified(n=742)		FALSE	OTHER_REVIEWED	GDSC pathway: Unclassified; target: 
N30652-18-1	N30652-18-1	2002					Unclassified	FALSE	none			Unclassified(n=742)		FALSE	OTHER_REVIEWED	GDSC pathway: Unclassified; target: 
Navitoclax	NAVITOCLAX	1011	CYTOTOXIC	CYTOTOXIC	CYTOTOXIC	BCL2, BCL-XL, BCL-W	Apoptosis regulation	FALSE	none		BCL2, BCL-XL, BCL-W(n=965)	Apoptosis regulation(n=965)	CYTOTOXIC	FALSE	APOPTOSIS	GDSC pathway: Apoptosis regulation; target: BCL2, BCL-XL, BCL-W
Nelarabine	NELARABINE	1814	ANTINEOPLASTIC AGENTS	Antineoplastic Agents	Antineoplastic Agents		DNA replication	FALSE	none			DNA replication(n=716)		TRUE	GENOME_INTEGRITY_DNA_DAMAGE	GDSC pathway: DNA replication; target: 
Nilotinib	NILOTINIB	1013	SIGNALING	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; Signal Transduction Inhibitors; Tyrosine Kinase Inhibitors; Targeted therapies	Breast Feeding;Lactation;Milk, Human;Antineoplastic Agents;Enzyme Inhibitors;Protein Kinase Inhibitors;Signal Transduction Inhibitors;Tyrosine Kinase Inhibitors;Targeted therapies	ABL	ABL signaling	FALSE	none		ABL(n=953)	ABL signaling(n=953)		FALSE	SIGNALING	GDSC pathway: ABL signaling; target: ABL
Niraparib	NIRAPARIB	1177	SIGNALING	Breast Feeding; Lactation; Antineoplastic Agents; Enzyme Inhibitors; Signal Transduction Inhibitors; PARP Inhibitors;	Breast Feeding;Lactation;Antineoplastic Agents;Enzyme Inhibitors;Signal Transduction Inhibitors;PARP Inhibitors	PARP1, PARP2	Genome integrity	FALSE	none		PARP1, PARP2(n=893)	Genome integrity(n=893)		TRUE	GENOME_INTEGRITY_DNA_DAMAGE	GDSC pathway: Genome integrity; target: PARP1, PARP2
NU7441	NU7441	1038				DNAPK	Genome integrity	FALSE	none		DNAPK(n=943)	Genome integrity(n=943)		FALSE	GENOME_INTEGRITY_DNA_DAMAGE	GDSC pathway: Genome integrity; target: DNAPK
Nutlin-3a (-)	NUTLIN-3A (-)	1047				MDM2	p53 pathway	FALSE	none		MDM2(n=966)	p53 pathway(n=966)		FALSE	P53_PATHWAY	GDSC pathway: p53 pathway; target: MDM2
NVP-ADW742	NVP-ADW742	1932	SIGNALING	SIGNALING	SIGNALING	IGF1R	IGF1R signaling	FALSE	none		IGF1R(n=956)	IGF1R signaling(n=956)	SIGNALING	FALSE	SIGNALING	GDSC pathway: IGF1R signaling; target: IGF1R
Obatoclax Mesylate	OBATOCLAX MESYLATE	1068	CYTOTOXIC	CYTOTOXIC	CYTOTOXIC	BCL2, BCL-XL, BCL-W, MCL1	Apoptosis regulation	FALSE	none		BCL2, BCL-XL, BCL-W, MCL1(n=784)	Apoptosis regulation(n=784)	CYTOTOXIC	FALSE	APOPTOSIS	GDSC pathway: Apoptosis regulation; target: BCL2, BCL-XL, BCL-W, MCL1
OF-1	OF-1	1853				BRPF1B, BRPF2	Chromatin histone acetylation	FALSE	none		BRPF1B, BRPF2(n=893)	Chromatin histone acetylation(n=893)		FALSE	EPIGENETICS_TRANSCRIPTION	GDSC pathway: Chromatin histone acetylation; target: BRPF1B, BRPF2
Olaparib	OLAPARIB	1017	SIGNALING	Breast Feeding; Lactation; Antineoplastic Agents; Enzyme Inhibitors; Signal Transduction Inhibitors; PARP inhibitors	Breast Feeding;Lactation;Antineoplastic Agents;Enzyme Inhibitors;Signal Transduction Inhibitors;PARP inhibitors	PARP1, PARP2	Genome integrity	FALSE	none		PARP1, PARP2(n=965)	Genome integrity(n=965)		TRUE	GENOME_INTEGRITY_DNA_DAMAGE	GDSC pathway: Genome integrity; target: PARP1, PARP2
OSI-027	OSI-027	1594	SIGNALING	SIGNALING	SIGNALING	MTORC1, MTORC2	PI3K/MTOR signaling	FALSE	none		MTORC1, MTORC2(n=958)	PI3K/MTOR signaling(n=958)	SIGNALING	FALSE	SIGNALING	GDSC pathway: PI3K/MTOR signaling; target: MTORC1, MTORC2
Osimertinib	OSIMERTINIB	1919	SIGNALING	Breast Feeding; Lactation; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; Signal Transduction Inhibitors	Breast Feeding;Lactation;Antineoplastic Agents;Enzyme Inhibitors;Protein Kinase Inhibitors;Signal Transduction Inhibitors	EGFR	EGFR signaling	FALSE	none		EGFR(n=955)	EGFR signaling(n=955)		FALSE	SIGNALING	GDSC pathway: EGFR signaling; target: EGFR
OTX015	OTX015	1626	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	BRD2, BRD3, BRD4	Chromatin other	FALSE	none		BRD2, BRD3, BRD4(n=892)	Chromatin other(n=892)	EPIGENETICS AND TRANSCRIPTION	FALSE	EPIGENETICS_TRANSCRIPTION	GDSC pathway: Chromatin other; target: BRD2, BRD3, BRD4
Oxaliplatin	OXALIPLATIN	1089;1806	CYTOTOXIC	CYTOTOXIC	CYTOTOXIC	DNA alkylating agent	DNA replication	FALSE	resolved_same_category	Multiple GDSC DRUG_ID values share this drug key but have the same pathway-level category evidence.	DNA alkylating agent(n=965)	DNA replication(n=965)	CYTOTOXIC	FALSE	GENOME_INTEGRITY_DNA_DAMAGE	GDSC pathway: DNA replication; target: DNA alkylating agent
P22077	P22077	1933				USP7, USP47	Protein stability and degradation	FALSE	none		USP7, USP47(n=956)	Protein stability and degradation(n=956)		FALSE	PROTEIN_DEGRADATION	GDSC pathway: Protein stability and degradation; target: USP7, USP47
Paclitaxel	PACLITAXEL	1080	CYTOTOXIC	CYTOTOXIC	CYTOTOXIC	Microtubule stabiliser	Mitosis	FALSE	none		Microtubule stabiliser(n=956)	Mitosis(n=956)	CYTOTOXIC	FALSE	CELL_CYCLE_MITOSIS	GDSC pathway: Mitosis; target: Microtubule stabiliser
PAK_5339	PAK_5339	1730				PAK1, PAK2	Cytoskeleton	FALSE	none		PAK1, PAK2(n=716)	Cytoskeleton(n=716)		FALSE	CELL_CYCLE_MITOSIS	GDSC pathway: Cytoskeleton; target: PAK1, PAK2
Palbociclib	PALBOCICLIB	1054	SIGNALING	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; Signal Transduction Inhibitors	Breast Feeding;Lactation;Milk, Human;Antineoplastic Agents;Enzyme Inhibitors;Protein Kinase Inhibitors;Signal Transduction Inhibitors	CDK4, CDK6	Cell cycle	FALSE	none		CDK4, CDK6(n=966)	Cell cycle(n=966)		FALSE	CELL_CYCLE_MITOSIS	GDSC pathway: Cell cycle; target: CDK4, CDK6
PBD-288	PBD-288	2145	CYTOTOXIC	CYTOTOXIC	CYTOTOXIC		Unclassified	FALSE	none			Unclassified(n=740)	CYTOTOXIC	FALSE	OTHER_REVIEWED	GDSC pathway: Unclassified; target: 
PCI-34051	PCI-34051	1621				HDAC8, HDAC6, HDAC1	Chromatin histone acetylation	FALSE	none		HDAC8, HDAC6, HDAC1(n=893)	Chromatin histone acetylation(n=893)		FALSE	EPIGENETICS_TRANSCRIPTION	GDSC pathway: Chromatin histone acetylation; target: HDAC8, HDAC6, HDAC1
PD0325901	PD0325901	1060	MEK INHIBITORS	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; MEK inhibitors	Breast Feeding;Lactation;Milk, Human;Antineoplastic Agents;Enzyme Inhibitors;Protein Kinase Inhibitors;MEK inhibitors	MEK1, MEK2	ERK MAPK signaling	FALSE	none		MEK1, MEK2(n=966)	ERK MAPK signaling(n=966)	SIGNALING	FALSE	SIGNALING	GDSC pathway: ERK MAPK signaling; target: MEK1, MEK2
PD173074	PD173074	1049	SIGNALING	Signaling	Signaling	FGFR1, FGFR2, FGFR3	RTK signaling	FALSE	none		FGFR1, FGFR2, FGFR3(n=965)	RTK signaling(n=965)		FALSE	SIGNALING	GDSC pathway: RTK signaling; target: FGFR1, FGFR2, FGFR3
Pevonedistat	PEVONEDISTAT	1529				NAE	Other	FALSE	none		NAE(n=954)	Other(n=954)		FALSE	OTHER_REVIEWED	GDSC pathway: Other; target: NAE
PF-4708671	PF-4708671	1129	SIGNALING	SIGNALING	SIGNALING	S6K1	PI3K/MTOR signaling	FALSE	none		S6K1(n=268)	PI3K/MTOR signaling(n=268)	SIGNALING	FALSE	SIGNALING	GDSC pathway: PI3K/MTOR signaling; target: S6K1
PFI-1	PFI-1	2173	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	BRD4	Chromatin other	FALSE	none		BRD4(n=944)	Chromatin other(n=944)	EPIGENETICS AND TRANSCRIPTION	FALSE	EPIGENETICS_TRANSCRIPTION	GDSC pathway: Chromatin other; target: BRD4
PFI3	PFI3	1620	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	Polybromo 1, SMARCA4, SMARCA2	Chromatin other	FALSE	none		Polybromo 1, SMARCA4, SMARCA2(n=893)	Chromatin other(n=893)	EPIGENETICS AND TRANSCRIPTION	FALSE	EPIGENETICS_TRANSCRIPTION	GDSC pathway: Chromatin other; target: Polybromo 1, SMARCA4, SMARCA2
Picolinici-acid	PICOLINICI-ACID	1635				Inflammatory related	Other	FALSE	none		Inflammatory related(n=892)	Other(n=892)		FALSE	OTHER_REVIEWED	GDSC pathway: Other; target: Inflammatory related
Pictilisib	PICTILISIB	1058	SIGNALING	SIGNALING	SIGNALING	PI3K (class 1)	PI3K/MTOR signaling	FALSE	none		PI3K (class 1)(n=965)	PI3K/MTOR signaling(n=965)	SIGNALING	FALSE	SIGNALING	GDSC pathway: PI3K/MTOR signaling; target: PI3K (class 1)
Piperlongumine	PIPERLONGUMINE	1243				Induces reactive oxygen species	Other	FALSE	none		Induces reactive oxygen species(n=225)	Other(n=225)		FALSE	OTHER_REVIEWED	GDSC pathway: Other; target: Induces reactive oxygen species
PLX-4720	PLX-4720	1036	SIGNALING	SIGNALING	SIGNALING	BRAF	ERK MAPK signaling	FALSE	none		BRAF(n=959)	ERK MAPK signaling(n=959)	SIGNALING	FALSE	SIGNALING	GDSC pathway: ERK MAPK signaling; target: BRAF
Podophyllotoxin bromide	PODOPHYLLOTOXIN BROMIDE	1825	CYTOTOXIC	CYTOTOXIC	CYTOTOXIC		Unclassified	FALSE	none			Unclassified(n=717)	CYTOTOXIC	FALSE	OTHER_REVIEWED	GDSC pathway: Unclassified; target: 
POMHEX	POMHEX	2148					Unclassified	FALSE	none			Unclassified(n=740)		FALSE	OTHER_REVIEWED	GDSC pathway: Unclassified; target: 
PRIMA-1MET	PRIMA-1MET	1131				TP53 activation	p53 pathway	FALSE	none		TP53 activation(n=893)	p53 pathway(n=893)		FALSE	P53_PATHWAY	GDSC pathway: p53 pathway; target: TP53 activation
PRT062607	PRT062607	1631	SIGNALING	SIGNALING	SIGNALING	SYK	Other, kinases	FALSE	none		SYK(n=893)	Other, kinases(n=893)	SIGNALING	FALSE	SIGNALING	GDSC pathway: Other, kinases; target: SYK
Pyridostatin	PYRIDOSTATIN	2044				G-quadruplex stabiliser	DNA replication	FALSE	none		G-quadruplex stabiliser(n=949)	DNA replication(n=949)		FALSE	GENOME_INTEGRITY_DNA_DAMAGE	GDSC pathway: DNA replication; target: G-quadruplex stabiliser
Rapamycin	RAPAMYCIN	1084	IMMUNOSUPPRESSIVE AGENTS	Breast Feeding; Lactation; Milk, Human; Immunosuppressive Agents	Breast Feeding;Lactation;Milk, Human;Immunosuppressive Agents	MTORC1	PI3K/MTOR signaling	FALSE	none		MTORC1(n=948)	PI3K/MTOR signaling(n=948)		FALSE	SIGNALING	GDSC pathway: PI3K/MTOR signaling; target: MTORC1
Refametinib	REFAMETINIB	1014	SIGNALING	Signaling	Signaling	MEK1, MEK2	ERK MAPK signaling	FALSE	none		MEK1, MEK2(n=945)	ERK MAPK signaling(n=945)		TRUE	SIGNALING	GDSC pathway: ERK MAPK signaling; target: MEK1, MEK2
Remodelin	REMODELIN	2057					Unclassified	FALSE	none			Unclassified(n=370)		FALSE	OTHER_REVIEWED	GDSC pathway: Unclassified; target: 
Ribociclib	RIBOCICLIB	1632	SIGNALING	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; Signal Transduction Inhibitors	Breast Feeding;Lactation;Milk, Human;Antineoplastic Agents;Enzyme Inhibitors;Protein Kinase Inhibitors;Signal Transduction Inhibitors	CDK4, CDK6	Cell cycle	FALSE	none		CDK4, CDK6(n=957)	Cell cycle(n=957)		FALSE	CELL_CYCLE_MITOSIS	GDSC pathway: Cell cycle; target: CDK4, CDK6
RO-3306	RO-3306	1052	SIGNALING	SIGNALING	SIGNALING	CDK1	Cell cycle	FALSE	none		CDK1(n=953)	Cell cycle(n=953)	SIGNALING	FALSE	CELL_CYCLE_MITOSIS	GDSC pathway: Cell cycle; target: CDK1
Romidepsin	ROMIDEPSIN	1817	ANTINEOPLASTIC AGENTS	Antineoplastic Agents	Antineoplastic Agents	HDAC1, HDAC2, HDAC3, HDAC8	Chromatin histone acetylation	FALSE	none		HDAC1, HDAC2, HDAC3, HDAC8(n=717)	Chromatin histone acetylation(n=717)		TRUE	EPIGENETICS_TRANSCRIPTION	GDSC pathway: Chromatin histone acetylation; target: HDAC1, HDAC2, HDAC3, HDAC8
Rucaparib	RUCAPARIB	1175	SIGNALING	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Enzyme Inhibitors; Signal Transduction Inhibitors; PARP Inhibitors	Breast Feeding;Lactation;Milk, Human;Antineoplastic Agents;Enzyme Inhibitors;Signal Transduction Inhibitors;PARP Inhibitors	PARP1, PARP2	Genome integrity	FALSE	none		PARP1, PARP2(n=946)	Genome integrity(n=946)		TRUE	GENOME_INTEGRITY_DNA_DAMAGE	GDSC pathway: Genome integrity; target: PARP1, PARP2
Ruxolitinib	RUXOLITINIB	1507	SIGNALING	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; Signal Transduction Inhibitors; Janus Kinase Inhibitors; JAK Inhibitors	Breast Feeding;Lactation;Milk, Human;Antineoplastic Agents;Enzyme Inhibitors;Protein Kinase Inhibitors;Signal Transduction Inhibitors;Janus Kinase Inhibitors;JAK Inhibitors	JAK1, JAK2	Other, kinases	FALSE	none		JAK1, JAK2(n=897)	Other, kinases(n=897)		FALSE	SIGNALING	GDSC pathway: Other, kinases; target: JAK1, JAK2
RVX-208	RVX-208	1625	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	BRD4	Chromatin other	FALSE	none		BRD4(n=892)	Chromatin other(n=892)	EPIGENETICS AND TRANSCRIPTION	FALSE	EPIGENETICS_TRANSCRIPTION	GDSC pathway: Chromatin other; target: BRD4
Sabutoclax	SABUTOCLAX	1849	CYTOTOXIC	CYTOTOXIC	CYTOTOXIC	BCL2,  BCL-XL,  BFL1, MCL1	Apoptosis regulation	FALSE	none		BCL2,  BCL-XL,  BFL1, MCL1(n=891)	Apoptosis regulation(n=891)	CYTOTOXIC	FALSE	APOPTOSIS	GDSC pathway: Apoptosis regulation; target: BCL2,  BCL-XL,  BFL1, MCL1
Sapitinib	SAPITINIB	1549	SIGNALING	Signaling	Signaling	EGFR, ERBB2, ERBB3	EGFR signaling	FALSE	none		EGFR, ERBB2, ERBB3(n=964)	EGFR signaling(n=964)		FALSE	SIGNALING	GDSC pathway: EGFR signaling; target: EGFR, ERBB2, ERBB3
Savolitinib	SAVOLITINIB	1936	SIGNALING	Signaling	Signaling	MET	RTK signaling	FALSE	none		MET(n=955)	RTK signaling(n=955)		FALSE	SIGNALING	GDSC pathway: RTK signaling; target: MET
SB216763	SB216763	1025				GSK3A, GSK3B	WNT signaling	FALSE	none		GSK3A, GSK3B(n=954)	WNT signaling(n=954)		FALSE	SIGNALING	GDSC pathway: WNT signaling; target: GSK3A, GSK3B
SB505124	SB505124	1194	SIGNALING	SIGNALING	SIGNALING	TGFBR1, ACVR1B, ACVR1C	RTK signaling	FALSE	none		TGFBR1, ACVR1B, ACVR1C(n=265)	RTK signaling(n=265)	SIGNALING	FALSE	SIGNALING	GDSC pathway: RTK signaling; target: TGFBR1, ACVR1B, ACVR1C
SB590885	SB590885	1061	SIGNALING	SIGNALING	SIGNALING	BRAF	ERK MAPK signaling	FALSE	none		BRAF(n=942)	ERK MAPK signaling(n=942)	SIGNALING	FALSE	SIGNALING	GDSC pathway: ERK MAPK signaling; target: BRAF
SCH772984	SCH772984	1564	SIGNALING	SIGNALING	SIGNALING	ERK1, ERK2	ERK MAPK signaling	FALSE	none		ERK1, ERK2(n=962)	ERK MAPK signaling(n=962)	SIGNALING	FALSE	SIGNALING	GDSC pathway: ERK MAPK signaling; target: ERK1, ERK2
Schweinfurthin A	SCHWEINFURTHIN A	1845					Unclassified	FALSE	none			Unclassified(n=716)		FALSE	OTHER_REVIEWED	GDSC pathway: Unclassified; target: 
Selumetinib	SELUMETINIB	1062;1736	MEK INHIBITORS	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; Tyrosine Kinase Inhibitors; Signal Transduction Inhibitors; MEK Inhibitors	Breast Feeding;Lactation;Milk, Human;Antineoplastic Agents;Enzyme Inhibitors;Protein Kinase Inhibitors;Tyrosine Kinase Inhibitors;Signal Transduction Inhibitors;MEK Inhibitors	MEK1, MEK2	ERK MAPK signaling	FALSE	resolved_same_category	Multiple GDSC DRUG_ID values share this drug key but have the same pathway-level category evidence.	MEK1, MEK2(n=965)	ERK MAPK signaling(n=965)	SIGNALING	FALSE	SIGNALING	GDSC pathway: ERK MAPK signaling; target: MEK1, MEK2
Sepantronium bromide	SEPANTRONIUM BROMIDE	1941	CYTOTOXIC	CYTOTOXIC	CYTOTOXIC	BIRC5	Apoptosis regulation	FALSE	none		BIRC5(n=956)	Apoptosis regulation(n=956)	CYTOTOXIC	FALSE	APOPTOSIS	GDSC pathway: Apoptosis regulation; target: BIRC5
Serdemetan	SERDEMETAN	1133				MDM2	p53 pathway	FALSE	none		MDM2(n=946)	p53 pathway(n=946)		FALSE	P53_PATHWAY	GDSC pathway: p53 pathway; target: MDM2
SGC-CBP30	SGC-CBP30	1582	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	EP300, CBP	Chromatin histone acetylation	FALSE	none		EP300, CBP(n=716)	Chromatin histone acetylation(n=716)	EPIGENETICS AND TRANSCRIPTION	FALSE	EPIGENETICS_TRANSCRIPTION	GDSC pathway: Chromatin histone acetylation; target: EP300, CBP
SGC0946	SGC0946	2177	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	DOT1L	Chromatin histone methylation	FALSE	none		DOT1L(n=944)	Chromatin histone methylation(n=944)	EPIGENETICS AND TRANSCRIPTION	FALSE	EPIGENETICS_TRANSCRIPTION	GDSC pathway: Chromatin histone methylation; target: DOT1L
Sinularin	SINULARIN	1838					Unclassified	FALSE	none			Unclassified(n=717)		FALSE	OTHER_REVIEWED	GDSC pathway: Unclassified; target: 
SL0101	SL0101	1039				RSK, AURKB, PIM1, PIM3	Other, kinases	FALSE	none		RSK, AURKB, PIM1, PIM3(n=225)	Other, kinases(n=225)		FALSE	SIGNALING	GDSC pathway: Other, kinases; target: RSK, AURKB, PIM1, PIM3
SN-38	SN-38	1494	CYTOTOXIC	Cytotoxic	Cytotoxic	TOP1	DNA replication	FALSE	none		TOP1(n=953)	DNA replication(n=953)		FALSE	GENOME_INTEGRITY_DNA_DAMAGE	GDSC pathway: DNA replication; target: TOP1
Sorafenib	SORAFENIB	1085	TYROSINE KINASE INHIBITORS	Breast Feeding; Lactation; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; Signal Transduction Inhibitors; Tyrosine Kinase Inhibitors;	Breast Feeding;Lactation;Antineoplastic Agents;Enzyme Inhibitors;Protein Kinase Inhibitors;Signal Transduction Inhibitors;Tyrosine Kinase Inhibitors	PDGFR, KIT, VEGFR, RAF	Other, kinases	FALSE	none		PDGFR, KIT, VEGFR, RAF(n=956)	Other, kinases(n=956)	SIGNALING	FALSE	SIGNALING	GDSC pathway: Other, kinases; target: PDGFR, KIT, VEGFR, RAF
Staurosporine	STAUROSPORINE	1034				Broad spectrum kinase inhibitor	RTK signaling	FALSE	none		Broad spectrum kinase inhibitor(n=966)	RTK signaling(n=966)		FALSE	SIGNALING	GDSC pathway: RTK signaling; target: Broad spectrum kinase inhibitor
TAF1_5496	TAF1_5496	1732	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	TAF1	Other	FALSE	none		TAF1(n=716)	Other(n=716)	EPIGENETICS AND TRANSCRIPTION	FALSE	OTHER_REVIEWED	GDSC pathway: Other; target: TAF1
Talazoparib	TALAZOPARIB	1259	SIGNALING	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Enzyme Inhibitors; Signal Transduction Inhibitors; PARP Inhibitors	Breast Feeding;Lactation;Milk, Human;Antineoplastic Agents;Enzyme Inhibitors;Signal Transduction Inhibitors;PARP Inhibitors	PARP1, PARP2	Genome integrity	FALSE	none		PARP1, PARP2(n=954)	Genome integrity(n=954)		TRUE	GENOME_INTEGRITY_DNA_DAMAGE	GDSC pathway: Genome integrity; target: PARP1, PARP2
Tamoxifen	TAMOXIFEN	1199	HORMONES AND ANTIHORMONES	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Estrogen Antagonists; Hormones and antihormones	Breast Feeding;Lactation;Milk, Human;Antineoplastic Agents;Estrogen Antagonists;Hormones and antihormones	ESR1	Hormone-related	FALSE	none		ESR1(n=955)	Hormone-related(n=955)		FALSE	HORMONE_RELATED	GDSC pathway: Hormone-related; target: ESR1
Tanespimycin	TANESPIMYCIN	1026				HSP90	Protein stability and degradation	FALSE	none		HSP90(n=947)	Protein stability and degradation(n=947)		FALSE	PROTEIN_DEGRADATION	GDSC pathway: Protein stability and degradation; target: HSP90
Taselisib	TASELISIB	1561	SIGNALING	SIGNALING	SIGNALING	PI3K (beta sparing)	PI3K/MTOR signaling	FALSE	none		PI3K (beta sparing)(n=964)	PI3K/MTOR signaling(n=964)	SIGNALING	FALSE	SIGNALING	GDSC pathway: PI3K/MTOR signaling; target: PI3K (beta sparing)
Telomerase Inhibitor IX	TELOMERASE INHIBITOR IX	1930				Telomerase	Genome integrity	FALSE	none		Telomerase(n=956)	Genome integrity(n=956)		FALSE	GENOME_INTEGRITY_DNA_DAMAGE	GDSC pathway: Genome integrity; target: Telomerase
Temozolomide	TEMOZOLOMIDE	1375	ALKYLATING	Breast Feeding; Lactation; Antineoplastic Agents; Antineoplastic Agents, Alkylating	Breast Feeding;Lactation;Antineoplastic Agents;Antineoplastic Agents, Alkylating	DNA alkylating agent	DNA replication	FALSE	none		DNA alkylating agent(n=963)	DNA replication(n=963)		FALSE	GENOME_INTEGRITY_DNA_DAMAGE	GDSC pathway: DNA replication; target: DNA alkylating agent
Temsirolimus	TEMSIROLIMUS	1016	IMMUNOSUPPRESSIVE AGENTS	Breast Feeding; Lactation; Immunosuppressive Agents	Breast Feeding;Lactation;Immunosuppressive Agents	MTOR	PI3K/MTOR signaling	FALSE	none		MTOR(n=920)	PI3K/MTOR signaling(n=920)		FALSE	SIGNALING	GDSC pathway: PI3K/MTOR signaling; target: MTOR
Teniposide	TENIPOSIDE	1809	CYTOTOXIC	Cytotoxic	Cytotoxic		DNA replication	FALSE	none			DNA replication(n=717)		FALSE	GENOME_INTEGRITY_DNA_DAMAGE	GDSC pathway: DNA replication; target: 
THR-101	THR-101	2360				Mutant RAS	PI3K/MTOR signaling	FALSE	none		Mutant RAS(n=730)	PI3K/MTOR signaling(n=730)		FALSE	SIGNALING	GDSC pathway: PI3K/MTOR signaling; target: Mutant RAS
THR-102	THR-102	2361				Mutant RAS	PI3K/MTOR signaling	FALSE	none		Mutant RAS(n=730)	PI3K/MTOR signaling(n=730)		FALSE	SIGNALING	GDSC pathway: PI3K/MTOR signaling; target: Mutant RAS
THR-103	THR-103	2362				Mutant RAS	PI3K/MTOR signaling	FALSE	none		Mutant RAS(n=730)	PI3K/MTOR signaling(n=730)		FALSE	SIGNALING	GDSC pathway: PI3K/MTOR signaling; target: Mutant RAS
Topotecan	TOPOTECAN	1808	CYTOTOXIC	Breast Feeding; Lactation; Antineoplastic Agents; Topoisomerase I Inhibitors	Breast Feeding;Lactation;Antineoplastic Agents;Topoisomerase I Inhibitors	TOP1	DNA replication	FALSE	none		TOP1(n=717)	DNA replication(n=717)		FALSE	GENOME_INTEGRITY_DNA_DAMAGE	GDSC pathway: DNA replication; target: TOP1
Tozasertib	TOZASERTIB	1096	SIGNALING	Signaling	Signaling	AURKA, AURKB, AURKC, others	Mitosis	FALSE	none		AURKA, AURKB, AURKC, others(n=268)	Mitosis(n=268)		FALSE	CELL_CYCLE_MITOSIS	GDSC pathway: Mitosis; target: AURKA, AURKB, AURKC, others
Trametinib	TRAMETINIB	1372	MEK INHIBITORS	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; Signal Transduction Inhibitors; MEK Inhibitors	Breast Feeding;Lactation;Milk, Human;Antineoplastic Agents;Enzyme Inhibitors;Protein Kinase Inhibitors;Signal Transduction Inhibitors;MEK Inhibitors	MEK1, MEK2	ERK MAPK signaling	FALSE	none		MEK1, MEK2(n=964)	ERK MAPK signaling(n=964)	SIGNALING	FALSE	SIGNALING	GDSC pathway: ERK MAPK signaling; target: MEK1, MEK2
Tretinoin	TRETINOIN	1009	SIGNALING	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Dermatologic Agents; Keratolytic Agents; Retinoids; Targeted therapies	Breast Feeding;Lactation;Milk, Human;Antineoplastic Agents;Dermatologic Agents;Keratolytic Agents;Retinoids;Targeted therapies	Retinoic acid	Other	FALSE	none		Retinoic acid(n=225)	Other(n=225)		FALSE	OTHER_REVIEWED	GDSC pathway: Other; target: Retinoic acid
TW 37	TW 37	1149	CYTOTOXIC	CYTOTOXIC	CYTOTOXIC	BCL2, BCL-XL, MCL1	Apoptosis regulation	FALSE	none		BCL2, BCL-XL, MCL1(n=375)	Apoptosis regulation(n=375)	CYTOTOXIC	FALSE	APOPTOSIS	GDSC pathway: Apoptosis regulation; target: BCL2, BCL-XL, MCL1
Ulixertinib	ULIXERTINIB	1908;2047	SIGNALING	Signaling	Signaling	ERK1, ERK2	ERK MAPK signaling	FALSE	resolved_same_category	Multiple GDSC DRUG_ID values share this drug key but have the same pathway-level category evidence.	ERK1, ERK2(n=961)	ERK MAPK signaling(n=961)		FALSE	SIGNALING	GDSC pathway: ERK MAPK signaling; target: ERK1, ERK2
