sample_id,bin_id,sample_bin_id,cell_count,bin_start,bin_end,bin_midpoint,dose,dose_mg,initial_ploidy,n_cells,mean_pseudotime,n_endpoint_ploidy_cells,sample_mean_endpoint_ploidy,sample_median_endpoint_ploidy,sample_max_endpoint_ploidy,sample_mean_endpoint_ploidy_scaled,ETP_fixed_threshold_2_25_group,ETP_boundary_stress_threshold_2_375_group,ETP_reference_balanced_threshold_2_24_group,retained_for_model,exclusion_reason,library_size
A6-4N-RR,1,A6-4N-RR__bin01,3,0,0.05,0.025,30mg/kg,30,4N,193,0.4812367089150642,660,2.2353886260372726,2.2500630391114713,2.4248958134725043,0.053042453298347295,ETP-lower,ETP-lower,ETP-lower,FALSE,cell_count<5,400536
A6-4N-RR,2,A6-4N-RR__bin02,17,0.05,0.1,0.07500000000000001,30mg/kg,30,4N,193,0.4812367089150642,660,2.2353886260372726,2.2500630391114713,2.4248958134725043,0.053042453298347295,ETP-lower,ETP-lower,ETP-lower,TRUE,,2599133
A6-4N-RR,3,A6-4N-RR__bin03,16,0.1,0.15000000000000002,0.125,30mg/kg,30,4N,193,0.4812367089150642,660,2.2353886260372726,2.2500630391114713,2.4248958134725043,0.053042453298347295,ETP-lower,ETP-lower,ETP-lower,TRUE,,2723313
A6-4N-RR,4,A6-4N-RR__bin04,9,0.15000000000000002,0.2,0.17500000000000002,30mg/kg,30,4N,193,0.4812367089150642,660,2.2353886260372726,2.2500630391114713,2.4248958134725043,0.053042453298347295,ETP-lower,ETP-lower,ETP-lower,TRUE,,1519884
A6-4N-RR,5,A6-4N-RR__bin05,8,0.2,0.25,0.225,30mg/kg,30,4N,193,0.4812367089150642,660,2.2353886260372726,2.2500630391114713,2.4248958134725043,0.053042453298347295,ETP-lower,ETP-lower,ETP-lower,TRUE,,855070
A6-4N-RR,6,A6-4N-RR__bin06,9,0.25,0.30000000000000004,0.275,30mg/kg,30,4N,193,0.4812367089150642,660,2.2353886260372726,2.2500630391114713,2.4248958134725043,0.053042453298347295,ETP-lower,ETP-lower,ETP-lower,TRUE,,1062831
A6-4N-RR,7,A6-4N-RR__bin07,10,0.30000000000000004,0.35000000000000003,0.32500000000000007,30mg/kg,30,4N,193,0.4812367089150642,660,2.2353886260372726,2.2500630391114713,2.4248958134725043,0.053042453298347295,ETP-lower,ETP-lower,ETP-lower,TRUE,,1616770
A6-4N-RR,8,A6-4N-RR__bin08,3,0.35000000000000003,0.4,0.375,30mg/kg,30,4N,193,0.4812367089150642,660,2.2353886260372726,2.2500630391114713,2.4248958134725043,0.053042453298347295,ETP-lower,ETP-lower,ETP-lower,FALSE,cell_count<5,267260
A6-4N-RR,9,A6-4N-RR__bin09,8,0.4,0.45,0.42500000000000004,30mg/kg,30,4N,193,0.4812367089150642,660,2.2353886260372726,2.2500630391114713,2.4248958134725043,0.053042453298347295,ETP-lower,ETP-lower,ETP-lower,TRUE,,916007
A6-4N-RR,10,A6-4N-RR__bin10,10,0.45,0.5,0.475,30mg/kg,30,4N,193,0.4812367089150642,660,2.2353886260372726,2.2500630391114713,2.4248958134725043,0.053042453298347295,ETP-lower,ETP-lower,ETP-lower,TRUE,,827083
A6-4N-RR,11,A6-4N-RR__bin11,12,0.5,0.55,0.525,30mg/kg,30,4N,193,0.4812367089150642,660,2.2353886260372726,2.2500630391114713,2.4248958134725043,0.053042453298347295,ETP-lower,ETP-lower,ETP-lower,TRUE,,905828
A6-4N-RR,12,A6-4N-RR__bin12,9,0.55,0.6000000000000001,0.5750000000000001,30mg/kg,30,4N,193,0.4812367089150642,660,2.2353886260372726,2.2500630391114713,2.4248958134725043,0.053042453298347295,ETP-lower,ETP-lower,ETP-lower,TRUE,,1216083
A6-4N-RR,13,A6-4N-RR__bin13,13,0.6000000000000001,0.65,0.625,30mg/kg,30,4N,193,0.4812367089150642,660,2.2353886260372726,2.2500630391114713,2.4248958134725043,0.053042453298347295,ETP-lower,ETP-lower,ETP-lower,TRUE,,1882175
A6-4N-RR,14,A6-4N-RR__bin14,11,0.65,0.7000000000000001,0.675,30mg/kg,30,4N,193,0.4812367089150642,660,2.2353886260372726,2.2500630391114713,2.4248958134725043,0.053042453298347295,ETP-lower,ETP-lower,ETP-lower,TRUE,,2338901
A6-4N-RR,15,A6-4N-RR__bin15,12,0.7000000000000001,0.75,0.7250000000000001,30mg/kg,30,4N,193,0.4812367089150642,660,2.2353886260372726,2.2500630391114713,2.4248958134725043,0.053042453298347295,ETP-lower,ETP-lower,ETP-lower,TRUE,,2563700
A6-4N-RR,16,A6-4N-RR__bin16,11,0.75,0.8,0.775,30mg/kg,30,4N,193,0.4812367089150642,660,2.2353886260372726,2.2500630391114713,2.4248958134725043,0.053042453298347295,ETP-lower,ETP-lower,ETP-lower,TRUE,,2054120
A6-4N-RR,17,A6-4N-RR__bin17,16,0.8,0.8500000000000001,0.8250000000000001,30mg/kg,30,4N,193,0.4812367089150642,660,2.2353886260372726,2.2500630391114713,2.4248958134725043,0.053042453298347295,ETP-lower,ETP-lower,ETP-lower,TRUE,,2544250
A6-4N-RR,18,A6-4N-RR__bin18,15,0.8500000000000001,0.9,0.875,30mg/kg,30,4N,193,0.4812367089150642,660,2.2353886260372726,2.2500630391114713,2.4248958134725043,0.053042453298347295,ETP-lower,ETP-lower,ETP-lower,TRUE,,2723055
A6-4N-RR,19,A6-4N-RR__bin19,1,0.9,0.9500000000000001,0.925,30mg/kg,30,4N,193,0.4812367089150642,660,2.2353886260372726,2.2500630391114713,2.4248958134725043,0.053042453298347295,ETP-lower,ETP-lower,ETP-lower,FALSE,cell_count<5,161450
A6-4N-RR,20,A6-4N-RR__bin20,0,0.9500000000000001,1,0.9750000000000001,30mg/kg,30,4N,193,0.4812367089150642,660,2.2353886260372726,2.2500630391114713,2.4248958134725043,0.053042453298347295,ETP-lower,ETP-lower,ETP-lower,FALSE,cell_count<5,0
